"Iteration","Best","Average"
0,0.000293128286647402,11.7815433884648
1,0.000293128286647402,10.4805126627849
2,0.12740179492053,8.73228195688197
3,0.122402439777365,8.06626348835052
4,0.0319017481727137,6.04126360719513
5,0.0130139628803379,5.60604848913512
6,0.00181023743695791,6.3154885761641
7,0.00133938369809171,5.82884014388343
8,0.00133938369809171,6.12273146491372
9,0.000192411957755209,6.14208466370647
10,0.000192411957755209,4.28519048298686
11,0.000192411957755209,4.36130386979197
12,0.000322675578786875,5.0596368572307
13,0.000322675578786875,4.88990664926208
14,0.000322675578786875,5.89313033266217
15,0.000330907953302969,4.68210193782628
16,0.000188284825249735,4.47342183098478
17,0.000188284825249735,4.39163489584111
18,0.000885433512395965,4.10523825515067
19,0.000838637596654408,4.60800071995663
20,0.000704177711055079,5.27304660151772
21,0.000704177711055079,6.38478408591955
22,0.000781828780417495,6.04162466711207
23,0.00244703842623328,6.00033195782327
24,0.00226549953633079,5.15021855965535
25,0.00170282733895475,4.51260601760711
26,0.00128089181574144,4.46401867966209
27,0.00128089181574144,4.57312329688172
28,0.000815505718373782,5.76164687082494
29,0.000590631536753196,5.47490839725478
30,0.000590631536753196,5.9748524585191
31,0.000178268983250018,5.60362380673241
32,0.000178268983250018,5.26820027900664
33,0.000178268983250018,4.57567947824087
34,0.000178268983250018,4.37333459598623
35,0.00478111947403981,4.16639771563081
36,0.000591103190775777,6.10834772996869
37,0.000591103190775777,5.93653656925348
38,0.00224386726746104,5.62627999458657
39,0.00101454714814525,5.82029418692927
40,0.00101454714814525,6.77791843725708
41,0.0145080268792935,4.84240555269417
42,0.0251419958008705,5.48288588333685
43,0.00987514040635891,5.41228606650142
44,0.00987514040635891,4.95525478831088
45,0.00740152455946783,4.20916453380062
46,0.00740152455946783,3.19498513153964
47,0.00691637295196285,3.26126384740345
48,0.00691637295196285,2.64842123698351
49,0.0039020303835483,3.56927466840145
50,0.00199930138894207,3.09592415341993
51,0.00112002549416139,2.7105307431067
52,0.000608697991791229,2.99401412780052
53,0.000608697991791229,4.78612758544538
54,0.000608697991791229,6.9077978024921
55,0.000921013336996776,7.95448874814741
56,0.00117084846834137,8.03201835312638
57,0.00117084846834137,5.51939940444665
58,0.00189929805495153,5.18317139175596
59,0.00189929805495153,5.23207101624385
