"Iteration","Best","Average"
0,0.0658639076005633,14.7962566810764
1,0.0698087813295852,15.2530780357829
2,0.0238589837265187,8.37051916667455
3,0.0073171073195692,4.28663109035918
4,0.00301737756056836,2.52576500665497
5,0.00301737756056836,1.47717747279039
6,0.00616076444900544,0.836470348891951
7,0.00652055441610846,0.46576857888531
8,0.00125175486155662,0.267055776770432
9,0.000333508081833316,0.142016553350933
10,0.000289804941049474,0.0803559711033906
11,0.00018375237474122,0.0567834746275038
12,0.00018375237474122,0.0353232974520224
13,0.000253181923738531,0.0248614319205622
14,0.000326773118849095,0.017713651411188
15,0.00038186724206887,0.010000023868848
16,0.000356312330470256,0.00786543566939061
17,0.00014896244880059,0.0059603481910894
18,0.00014896244880059,0.005295193252397
19,0.000280665883153466,0.00581552776703508
20,0.000208102004212136,0.00548654408472786
21,0.000208102004212136,0.00730679504984879
22,0.000235012326948839,0.00968465287319188
23,0.00036664068588772,0.0129853413695204
24,9.5722680568571e-05,0.0126512639758769
25,9.5722680568571e-05,0.0100771166201834
26,0.000109394505167351,0.00585601874044487
27,7.68189600638808e-05,0.00554512304119689
28,4.69921852548868e-05,0.00620385509042791
29,4.69921852548868e-05,0.00523810396224762
30,4.23241130499634e-05,0.00496238845971506
31,2.23136200034674e-05,0.00450513238520984
32,2.23136200034674e-05,0.00349403803363889
33,7.49342584720316e-05,0.00368747668043263
34,7.49342584720316e-05,0.00222306703189752
35,6.48596544429868e-05,0.00179472068947112
36,1.28244251805356e-05,0.00167451976091913
37,1.22978211945248e-05,0.00149420538243485
38,6.26390186450351e-06,0.00142513461354981
39,6.26390186450351e-06,0.0017409538893288
40,8.78806057202464e-06,0.00188093375111046
41,8.78806057202464e-06,0.00187803655071273
42,2.18476537782774e-05,0.00150665207414415
43,3.74727420932626e-05,0.00141213033303314
44,2.42206295590617e-05,0.0014974365250567
45,2.08521834362436e-06,0.0015133491796053
46,4.4512657617877e-06,0.00145482956229577
47,4.4512657617877e-06,0.000983459905274892
48,8.78759851787756e-06,0.000872800712431446
49,1.75691706158366e-05,0.000804487161932373
50,1.86050697450024e-05,0.000738350445983026
51,2.34229881707198e-05,0.000874316898310319
52,2.46330544154583e-05,0.000854999449460745
53,1.89953145116562e-08,0.000561092950975001
54,3.49920830472849e-07,0.000471712491697562
55,1.82199573687178e-06,0.000427621929488953
56,2.75282076395776e-06,0.000320017979056059
57,3.81098957505358e-06,0.000283558334730568
58,4.47031113678458e-06,0.000242792479589541
59,3.97449442705869e-06,0.000193715071464266
