"Iteration","Best","Average"
0,0.123552387454096,18.5432704904463
1,0.0950684660350856,20.7993736177031
2,0.0756872214811407,11.5476794221892
3,0.067604087878303,5.99830405262647
4,0.00846109375024985,3.0965226363331
5,0.00091073773938509,1.66880787123256
6,0.00091073773938509,1.0175772414681
7,0.0075860279831782,0.679779802672821
8,0.000232731966668792,0.356382676929889
9,0.000232731966668792,0.201350622865811
10,0.000252990466049621,0.139234879344303
11,0.00019876003804233,0.103744706699571
12,9.32711913525494e-05,0.0683888646162994
13,9.32711913525494e-05,0.0477704296270625
14,0.000200042554296293,0.0273249316117229
15,0.000200042554296293,0.0191491447493377
16,0.000219084249845025,0.0145433363064044
17,3.55679694389488e-05,0.0106494574175475
18,3.55679694389488e-05,0.00862581123327137
19,4.91278146777713e-05,0.00812313411502179
20,0.000105722584378582,0.00879866864472076
21,1.79568777385908e-06,0.00531862310206076
22,1.79568777385908e-06,0.00424886244175657
23,1.36307672319563e-05,0.00404465928851713
24,1.36307672319563e-05,0.00449969331250274
25,4.18846394261049e-05,0.0041198795806028
26,4.18846394261049e-05,0.00450573075720555
27,4.67630453584645e-05,0.00336309693056101
28,5.86544091859265e-05,0.00330324566523839
29,5.86544091859265e-05,0.00358764379260919
30,7.64279933394882e-05,0.00463833969394696
31,7.64279933394882e-05,0.00486875659538778
32,2.78177594593138e-06,0.00410044947728499
33,0.000108679909244195,0.00400564589540654
34,7.46701859384344e-05,0.00436036898711159
35,5.92781726624434e-05,0.00362314052963155
36,5.19702505866715e-05,0.00339673374240297
37,5.19702505866715e-05,0.0040693913734928
38,5.45821889213997e-05,0.00451271828256164
39,5.16611897188896e-05,0.00277422124253476
40,2.29747465816963e-05,0.00256748665615789
41,2.29747465816963e-05,0.00264824731223766
42,2.35126294959286e-05,0.00298064368200336
43,1.87303542663124e-05,0.00230427742924802
44,1.87303542663124e-05,0.00193581500484568
45,2.01911387129821e-05,0.00151179608986813
46,2.01985727943703e-05,0.00152149410169631
47,1.32426754588792e-05,0.00112203317893777
48,8.84170033160784e-06,0.00115985597673033
49,7.17770380943932e-06,0.00103770515065642
50,7.17770380943932e-06,0.00100754108128934
51,7.25167448620254e-06,0.000963251743532155
52,6.48780546766273e-06,0.000901926554633744
53,4.75877221240941e-06,0.000730490016766551
54,4.75877221240941e-06,0.00069995483168623
55,3.94534239552071e-06,0.000712231410264795
56,3.07235194745278e-06,0.000673905372772282
57,2.87909489126929e-06,0.000536696812301579
58,2.81000738328987e-06,0.000514900129417852
59,2.62244064425921e-06,0.000335383245854435
