Iteration,Phase,Id,X,Y,Weight
3,1,0,377.51996475102544,398.00353038755287,10.38602213374615
3,1,1,315.1934838171113,250.44506509189986,11.0
3,1,2,112.04591849307411,367.44862878384606,10.459713995418975
3,1,3,396.44133210766245,394.17479544366574,10.300726403910284
3,1,4,322.55736506980463,338.7176041463502,11.623754406880204
3,1,5,113.81761230346038,233.54906476314483,10.013880572476143
3,1,6,465.81018206304066,303.0120920572932,12.29727287900668
3,1,7,360.8826808068962,337.56229660315194,10.809911379507161
3,1,8,300.3036769096533,420.1371965631256,10.561312731859287
3,1,9,204.90468820562174,314.2104964598853,10.0
3,1,10,305.77811647530694,270.6667927546676,11.352423788429089
3,1,11,383.58997985662177,528.6476199416954,10.392407826316491
3,1,12,203.52008134518917,190.1455528222976,10.630929650369163
3,1,13,91.42619829506413,405.69381695289593,10.58691307808635
3,1,14,275.82753524682624,287.31668704401903,10.705809182327242
3,2,0,367.50013984396946,348.7637814142746,10.38602213374615
3,2,1,314.32522349800183,252.12585507766948,11.0
3,2,2,203.10166092167935,349.1903846686802,10.459713995418975
3,2,3,315.221279932314,345.08256569004976,10.300726403910284
3,2,4,319.4361157209979,336.5956511070511,11.623754406880204
3,2,5,205.5944550039936,304.9938265236195,10.013880572476143
3,2,6,385.39057513666825,308.2898966416646,12.29727287900668
3,2,7,347.8634607697544,335.9413438422333,10.809911379507161
3,2,8,288.0091103033802,370.32519955949056,10.561312731859287
3,2,9,270.09435212760445,319.1782007623497,10.0
3,2,10,299.95339779908846,271.7183901885608,11.352423788429089
3,2,11,372.24268259784066,453.7752697230803,10.392407826316491
3,2,12,206.8005697347339,293.0705919130838,10.630929650369163
3,2,13,159.2215593193708,360.26946217412603,10.58691307808635
3,2,14,282.5531694685608,317.9981446072062,10.705809182327242
4,0,0,367.50013984396946,348.7637814142746,10.38602213374615
4,0,1,314.32522349800183,252.12585507766948,11.0
4,0,2,203.10166092167935,349.1903846686802,10.459713995418975
4,0,3,315.221279932314,345.08256569004976,10.300726403910284
4,0,4,279.7901839118319,307.7485533194047,11.623754406880204
4,0,5,234.85529515702825,272.41881807465415,10.013880572476143
4,0,6,385.39057513666825,308.2898966416646,12.29727287900668
4,0,7,308.88372414663377,318.6592000525288,10.809911379507161
4,0,8,288.0091103033802,370.32519955949056,10.561312731859287
4,0,9,270.09435212760445,319.1782007623497,10.0
4,0,10,301.44185352784376,235.50862021518734,11.352423788429089
4,0,11,415.31220539152883,417.23191140889753,10.392407826316491
4,0,12,206.8005697347339,293.0705919130838,10.630929650369163
4,0,13,159.2215593193708,360.26946217412603,10.58691307808635
4,0,14,288.90778394833154,299.93347651399944,10.705809182327242
4,1,0,367.50013984396946,348.7637814142746,10.38602213374615
4,1,1,314.32522349800183,252.12585507766948,11.0
4,1,2,203.10166092167935,349.1903846686802,10.459713995418975
4,1,3,315.221279932314,345.08256569004976,10.300726403910284
4,1,4,272.95729267267905,302.7768179419397,12.319891546176736
4,1,5,238.0158709074884,268.90026627517153,10.450163619751816
4,1,6,385.39057513666825,308.2898966416646,12.29727287900668
4,1,7,299.233220603967,314.3805310743373,11.809911379507161
4,1,8,288.0091103033802,370.32519955949056,10.561312731859287
4,1,9,270.09435212760445,319.1782007623497,10.0
4,1,10,301.44560896526247,235.41726141797653,11.362614711733638
4,1,11,425.60323224181366,408.5002455529214,11.35751951911852
4,1,12,206.8005697347339,293.0705919130838,10.630929650369163
4,1,13,159.2215593193708,360.26946217412603,10.58691307808635
4,1,14,290.3731449143457,295.7678013857828,11.63722656034302
4,2,0,312.27571274326186,327.5154612725621,10.38602213374615
4,2,1,296.1160751482261,262.9082221948345,11.0
4,2,2,223.28822114465345,337.87576987860683,10.459713995418975
4,2,3,314.8417099284691,336.13101999080857,10.300726403910284
4,2,4,285.2905754578492,304.56549075315917,12.319891546176736
4,2,5,273.6737921051402,306.60438108475154,10.450163619751816
4,2,6,369.7742764489639,309.7382496030685,12.29727287900668
4,2,7,296.99233899577797,315.6879058580632,11.809911379507161
4,2,8,289.4709371437565,353.91100638100795,10.561312731859287
4,2,9,274.94057154992225,318.76087258952515,10.0
4,2,10,294.9746995028549,268.0311781875928,11.362614711733638
4,2,11,320.3523097932711,387.0723976207796,11.35751951911852
4,2,12,238.32202428861396,298.47570518471736,10.630929650369163
4,2,13,257.2357034554216,342.8420641425128,10.58691307808635
4,2,14,290.6017645219585,302.9304213782204,11.63722656034302
5,0,0,312.27571274326186,327.5154612725621,10.38602213374615
5,0,1,296.1160751482261,262.9082221948345,11.0
5,0,2,250.36994222826044,294.78017223980794,10.459713995418975
5,0,3,301.269670517327,322.98668240718695,10.300726403910284
5,0,4,285.2905754578492,304.56549075315917,12.319891546176736
5,0,5,295.44762351065816,291.9628772800298,10.450163619751816
5,0,6,369.7742764489639,309.7382496030685,12.29727287900668
5,0,7,296.99233899577797,315.6879058580632,11.809911379507161
5,0,8,289.4709371437565,353.91100638100795,10.561312731859287
5,0,9,274.94057154992225,318.76087258952515,10.0
5,0,10,294.9746995028549,268.0311781875928,11.362614711733638
5,0,11,339.1966905257111,356.8548207260874,11.35751951911852
5,0,12,238.32202428861396,298.47570518471736,10.630929650369163
5,0,13,247.29465950815478,347.68669789452497,10.58691307808635
5,0,14,290.6017645219585,302.9304213782204,11.63722656034302
5,1,0,312.27571274326186,327.5154612725621,10.38602213374615
5,1,1,296.1160751482261,262.9082221948345,11.0
5,1,2,259.69474164050956,279.94146231099006,11.459713995418975
5,1,3,299.2747153260023,321.0545951427304,10.727625068161867
5,1,4,285.2905754578492,304.56549075315917,12.319891546176736
5,1,5,301.1320454293524,288.14046846275966,11.20837135727156
5,1,6,369.7742764489639,309.7382496030685,12.29727287900668
5,1,7,296.99233899577797,315.6879058580632,11.809911379507161
5,1,8,289.4709371437565,353.91100638100795,10.561312731859287
5,1,9,274.94057154992225,318.76087258952515,10.0
5,1,10,294.9746995028549,268.0311781875928,11.362614711733638
5,1,11,342.843560961756,351.00694546869255,11.919569874348474
5,1,12,238.32202428861396,298.47570518471736,10.630929650369163
5,1,13,246.75688050370644,347.9487772425184,10.744024808408488
5,1,14,290.6017645219585,302.9304213782204,11.63722656034302
5,2,0,306.6933425347461,319.20257129403933,10.38602213374615
5,2,1,295.3789922669152,289.95290842121335,11.0
5,2,2,260.18646105792084,298.95107873444346,11.459713995418975
5,2,3,295.7541225477695,316.1577019584193,10.727625068161867
5,2,4,288.30407915914526,306.842539824432,12.319891546176736
5,2,5,295.98214946572915,299.6441517253529,11.20837135727156
5,2,6,325.98444799654936,309.73841256385606,12.29727287900668
5,2,7,295.1149138073221,313.46328571652214,11.809911379507161
5,2,8,292.6886238799355,318.5709592841914,10.561312731859287
5,2,9,286.017043885245,315.79884841425934,10.0
5,2,10,294.5174378037301,284.12540183092864,11.362614711733638
5,2,11,319.98933919103877,326.09704855339595,11.919569874348474
5,2,12,238.37916872352758,299.22595540192975,10.630929650369163
5,2,13,274.44003965199255,329.3066990370665,10.744024808408488
5,2,14,293.3479661009496,303.12417269031374,11.63722656034302
6,0,0,306.6933425347461,319.20257129403933,10.38602213374615
6,0,1,295.3789922669152,289.95290842121335,11.0
6,0,2,284.68011534002176,299.09380443761216,11.459713995418975
6,0,3,295.7541225477695,316.1577019584193,10.727625068161867
6,0,4,288.30407915914526,306.842539824432,12.319891546176736
6,0,5,295.98214946572915,299.6441517253529,11.20837135727156
6,0,6,325.98444799654936,309.73841256385606,12.29727287900668
6,0,7,295.1149138073221,313.46328571652214,11.809911379507161
6,0,8,292.6886238799355,318.5709592841914,10.561312731859287
6,0,9,286.017043885245,315.79884841425934,10.0
6,0,10,313.9408873699367,297.6086660071718,11.362614711733638
6,0,11,355.3358055872927,359.93593772950237,11.919569874348474
6,0,12,238.37916872352758,299.22595540192975,10.630929650369163
6,0,13,284.33121342629187,305.17969653008277,10.744024808408488
6,0,14,293.3479661009496,303.12417269031374,11.63722656034302
6,1,0,306.6933425347461,319.20257129403933,10.38602213374615
6,1,1,295.3789922669152,289.95290842121335,11.0
6,1,2,293.5275363574558,299.1453587859915,12.14645973484677
6,1,3,295.7541225477695,316.1577019584193,10.727625068161867
6,1,4,288.30407915914526,306.842539824432,12.319891546176736
6,1,5,295.98214946572915,299.6441517253529,11.20837135727156
6,1,6,325.98444799654936,309.73841256385606,12.29727287900668
6,1,7,295.1149138073221,313.46328571652214,11.809911379507161
6,1,8,292.6886238799355,318.5709592841914,10.561312731859287
6,1,9,286.017043885245,315.79884841425934,10.0
6,1,10,315.8170578509866,298.9110557886284,11.546259581046925
6,1,11,355.90900829969723,360.48469252844194,11.950401405720788
6,1,12,238.37916872352758,299.22595540192975,10.630929650369163
6,1,13,289.5337479253428,292.4894369344604,11.744024808408488
6,1,14,293.3479661009496,303.12417269031374,11.63722656034302
6,2,0,304.4678240640763,313.4003243260129,10.38602213374615
6,2,1,297.08231543766084,295.50371099538546,11.0
6,2,2,295.02555825513866,304.199603348592,12.14645973484677
6,2,3,296.2527459948033,312.1822851390177,10.727625068161867
6,2,4,288.6898808625887,308.157735788477,12.319891546176736
6,2,5,296.5507927998248,304.19034489062784,11.20837135727156
6,2,6,325.0705154392892,309.6121241086481,12.29727287900668
6,2,7,295.4201600378916,312.1304597606214,11.809911379507161
6,2,8,295.96845758460915,316.9468347506537,10.561312731859287
6,2,9,295.043358500828,315.4542218106137,10.0
6,2,10,306.4558633935486,299.3642383500995,11.546259581046925
6,2,11,314.52433636373996,323.7411320853671,11.950401405720788
6,2,12,245.95673201590668,299.89905434025786,10.630929650369163
6,2,13,291.3182945160461,293.5530361917632,11.744024808408488
6,2,14,295.75694433403163,303.4565098688893,11.63722656034302
7,0,0,304.4678240640763,313.4003243260129,10.38602213374615
7,0,1,297.08231543766084,295.50371099538546,11.0
7,0,2,295.02555825513866,304.199603348592,12.14645973484677
7,0,3,296.2527459948033,312.1822851390177,10.727625068161867
7,0,4,287.3028259886764,296.0038371746765,12.319891546176736
7,0,5,296.5507927998248,304.19034489062784,11.20837135727156
7,0,6,325.0705154392892,309.6121241086481,12.29727287900668
7,0,7,295.4201600378916,312.1304597606214,11.809911379507161
7,0,8,295.96845758460915,316.9468347506537,10.561312731859287
7,0,9,295.043358500828,315.4542218106137,10.0
7,0,10,306.4558633935486,299.3642383500995,11.546259581046925
7,0,11,314.52433636373996,323.7411320853671,11.950401405720788
7,0,12,245.95673201590668,299.89905434025786,10.630929650369163
7,0,13,290.028775097063,296.4514942828679,11.744024808408488
7,0,14,295.75694433403163,303.4565098688893,11.63722656034302
7,1,0,304.4678240640763,313.4003243260129,10.38602213374615
7,1,1,297.08231543766084,295.50371099538546,11.0
7,1,2,295.02555825513866,304.199603348592,12.14645973484677
7,1,3,296.2527459948033,312.1822851390177,10.727625068161867
7,1,4,286.29997053204147,287.2164389444555,13.319891546176736
7,1,5,296.5507927998248,304.19034489062784,11.20837135727156
7,1,6,325.0705154392892,309.6121241086481,12.29727287900668
7,1,7,295.4201600378916,312.1304597606214,11.809911379507161
7,1,8,295.96845758460915,316.9468347506537,10.561312731859287
7,1,9,295.043358500828,315.4542218106137,10.0
7,1,10,306.4558633935486,299.3642383500995,11.546259581046925
7,1,11,314.52433636373996,323.7411320853671,11.950401405720788
7,1,12,245.95673201590668,299.89905434025786,10.630929650369163
7,1,13,289.6715919612986,297.25433628324566,12.127130284612079
7,1,14,295.75694433403163,303.4565098688893,11.63722656034302
7,2,0,303.86933431343016,308.93430377491995,10.38602213374615
7,2,1,296.91445140756844,301.5723521763725,11.0
7,2,2,295.75931284167444,304.9672885613317,12.14645973484677
7,2,3,296.2464310150012,310.17328560490904,10.727625068161867
7,2,4,290.54790262767887,287.79919864053,13.319891546176736
7,2,5,296.33274454626957,304.9057326268659,11.20837135727156
7,2,6,311.57620920982185,308.0936764077015,12.29727287900668
7,2,7,295.9844287992191,310.9139505522481,11.809911379507161
7,2,8,296.13420901965554,312.93935743153975,10.561312731859287
7,2,9,295.6661262389175,312.77880506391864,10.0
7,2,10,299.7123942309985,300.54854445940157,11.546259581046925
7,2,11,306.82394031169315,320.82593998308573,11.950401405720788
7,2,12,248.10824537445387,300.8712278888793,10.630929650369163
7,2,13,292.2541957070735,297.3870598470753,12.127130284612079
7,2,14,296.03121409793187,303.95358988640027,11.63722656034302
8,0,0,303.86933431343016,308.93430377491995,10.38602213374615
8,0,1,296.91445140756844,301.5723521763725,11.0
8,0,2,295.75931284167444,304.9672885613317,12.14645973484677
8,0,3,296.2464310150012,310.17328560490904,10.727625068161867
8,0,4,290.54790262767887,287.79919864053,13.319891546176736
8,0,5,296.33274454626957,304.9057326268659,11.20837135727156
8,0,6,311.57620920982185,308.0936764077015,12.29727287900668
8,0,7,295.9844287992191,310.9139505522481,11.809911379507161
8,0,8,296.13420901965554,312.93935743153975,10.561312731859287
8,0,9,295.6661262389175,312.77880506391864,10.0
8,0,10,299.7123942309985,300.54854445940157,11.546259581046925
8,0,11,306.82394031169315,320.82593998308573,11.950401405720788
8,0,12,248.10824537445387,300.8712278888793,10.630929650369163
8,0,13,292.2541957070735,297.3870598470753,12.127130284612079
8,0,14,296.03121409793187,303.95358988640027,11.63722656034302
8,1,0,303.86933431343016,308.93430377491995,1
8,1,1,296.91445140756844,301.5723521763725,1
8,1,2,295.75931284167444,304.9672885613317,1
8,1,3,296.2464310150012,310.17328560490904,1
8,1,4,290.54790262767887,287.79919864053,1
8,1,5,296.33274454626957,304.9057326268659,1
8,1,6,311.57620920982185,308.0936764077015,1
8,1,7,295.9844287992191,310.9139505522481,1
8,1,8,296.13420901965554,312.93935743153975,1
8,1,9,295.6661262389175,312.77880506391864,1
8,1,10,299.7123942309985,300.54854445940157,1
8,1,11,306.82394031169315,320.82593998308573,1
8,1,12,248.10824537445387,300.8712278888793,1
8,1,13,292.2541957070735,297.3870598470753,1
8,1,14,296.03121409793187,303.95358988640027,1
8,2,0,308.6407188933376,310.1593603814478,1
8,2,1,297.412800606453,301.18254190744085,1
8,2,2,296.26765675282485,304.85033069073256,1
8,2,3,297.00142476450367,311.9813795389344,1
8,2,4,288.40270955547186,276.45684739626256,1
8,2,5,296.9123769543241,304.71180123021423,1
8,2,6,315.4398890893378,309.12794275968525,1
8,2,7,296.3663062098133,311.08982246198235,1
8,2,8,296.53677437194625,317.3310062751014,1
8,2,9,295.7833537647256,313.56931072962095,1
8,2,10,299.8905398037503,300.09199111410004,1
8,2,11,311.5368895141108,321.7543629812828,1
8,2,12,244.0061748444905,299.7395130842441,1
8,2,13,291.34147630884206,295.29930756810336,1
8,2,14,296.48595705969876,303.1195480482892,1
9,0,0,308.6407188933376,310.1593603814478,1
9,0,1,297.412800606453,301.18254190744085,1
9,0,2,296.26765675282485,304.85033069073256,1
9,0,3,297.00142476450367,311.9813795389344,1
9,0,4,288.40270955547186,276.45684739626256,1
9,0,5,296.9123769543241,304.71180123021423,1
9,0,6,315.4398890893378,309.12794275968525,1
9,0,7,291.488171476035,304.37314255217495,1
9,0,8,295.3420169869706,304.2151693069001,1
9,0,9,295.7833537647256,313.56931072962095,1
9,0,10,299.8905398037503,300.09199111410004,1
9,0,11,320.16751127412914,290.4368208871033,1
9,0,12,244.0061748444905,299.7395130842441,1
9,0,13,291.34147630884206,295.29930756810336,1
9,0,14,296.48595705969876,303.1195480482892,1
9,1,0,308.6407188933376,310.1593603814478,1.0
9,1,1,297.412800606453,301.18254190744085,1.0
9,1,2,296.26765675282485,304.85033069073256,1.0
9,1,3,297.00142476450367,311.9813795389344,1.0
9,1,4,288.40270955547186,276.45684739626256,1.0
9,1,5,296.9123769543241,304.71180123021423,1.0
9,1,6,315.4398890893378,309.12794275968525,1.0
9,1,7,290.79393260058714,303.4172484324329,1.192870449322057
9,1,8,294.4604218834942,294.53717292490137,2.0
9,1,9,295.7833537647256,313.56931072962095,1.0
9,1,10,299.8905398037503,300.09199111410004,1.0
9,1,11,321.20143594466725,286.6850657653821,1.1623518973815394
9,1,12,244.0061748444905,299.7395130842441,1.0
9,1,13,291.34147630884206,295.29930756810336,1.0
9,1,14,296.48595705969876,303.1195480482892,1.0
9,2,0,301.6004186286262,308.4168034703707,1.0
9,2,1,297.2158863408426,301.1075092655195,1.0
9,2,2,296.1837022089585,302.86255229740624,1.0
9,2,3,296.6764941867704,307.39716902095057,1.0
9,2,4,290.16552717649046,290.01768786628173,1.0
9,2,5,296.63637050744296,304.1959526182398,1.0
9,2,6,304.8420465783217,308.50741663205605,1.0
9,2,7,292.5358414589768,301.6869541912021,1.192870449322057
9,2,8,294.8115287851597,296.2117822081642,2.0
9,2,9,295.75767792385153,310.9748862847847,1.0
9,2,10,297.6347597030131,300.31810661696153,1.0
9,2,11,306.56356547009943,294.16542860694096,1.1623518973815394
9,2,12,266.09221995131963,300.03854185749145,1.0
9,2,13,293.06131919605974,296.72631948852865,1.0
9,2,14,296.3933753843201,302.14513357762195,1.0
10,0,0,301.6004186286262,308.4168034703707,1.0
10,0,1,297.2158863408426,301.1075092655195,1.0
10,0,2,296.1837022089585,302.86255229740624,1.0
10,0,3,296.6764941867704,307.39716902095057,1.0
10,0,4,290.16552717649046,290.01768786628173,1.0
10,0,5,296.63637050744296,304.1959526182398,1.0
10,0,6,304.8420465783217,308.50741663205605,1.0
10,0,7,292.5358414589768,301.6869541912021,1.192870449322057
10,0,8,294.8115287851597,296.2117822081642,2.0
10,0,9,295.75767792385153,310.9748862847847,1.0
10,0,10,297.6347597030131,300.31810661696153,1.0
10,0,11,306.56356547009943,294.16542860694096,1.1623518973815394
10,0,12,266.09221995131963,300.03854185749145,1.0
10,0,13,293.06131919605974,296.72631948852865,1.0
10,0,14,296.3933753843201,302.14513357762195,1.0
10,1,0,301.6004186286262,308.4168034703707,1
10,1,1,297.2158863408426,301.1075092655195,1
10,1,2,296.1837022089585,302.86255229740624,1
10,1,3,296.6764941867704,307.39716902095057,1
10,1,4,290.16552717649046,290.01768786628173,1
10,1,5,296.63637050744296,304.1959526182398,1
10,1,6,304.8420465783217,308.50741663205605,1
10,1,7,292.5358414589768,301.6869541912021,1
10,1,8,294.8115287851597,296.2117822081642,1
10,1,9,295.75767792385153,310.9748862847847,1
10,1,10,297.6347597030131,300.31810661696153,1
10,1,11,306.56356547009943,294.16542860694096,1
10,1,12,266.09221995131963,300.03854185749145,1
10,1,13,293.06131919605974,296.72631948852865,1
10,1,14,296.3933753843201,302.14513357762195,1
10,2,0,305.12348078178536,312.0838365098286,1
10,2,1,297.975179963667,300.84900253677057,1
10,2,2,296.68781601125977,303.1934818450405,1
10,2,3,296.7231865480614,310.3108905318678,1
10,2,4,287.5984866965057,286.23144341144587,1
10,2,5,297.4093191271879,304.53233118546535,1
10,2,6,305.711671957258,310.27620522812526,1
10,2,7,292.3832830366485,301.6985075535872,1
10,2,8,294.7865292714891,294.3963018194313,1
10,2,9,296.05316998174203,314.619822940296,1
10,2,10,298.8086581053483,299.61205539734624,1
10,2,11,307.1417044519226,294.1088054625094,1
10,2,12,264.3767982787637,299.61822772893834,1
10,2,13,291.9506306603998,294.45943236479735,1
10,2,14,297.00159420612596,302.3508691860517,1
11,0,0,305.12348078178536,312.0838365098286,1
11,0,1,297.975179963667,300.84900253677057,1
11,0,2,296.68781601125977,303.1934818450405,1
11,0,3,296.7231865480614,310.3108905318678,1
11,0,4,287.5984866965057,286.23144341144587,1
11,0,5,297.4093191271879,304.53233118546535,1
11,0,6,293.67994655423047,306.80540487360076,1
11,0,7,292.3832830366485,301.6985075535872,1
11,0,8,294.7865292714891,294.3963018194313,1
11,0,9,296.05316998174203,314.619822940296,1
11,0,10,298.8086581053483,299.61205539734624,1
11,0,11,307.1417044519226,294.1088054625094,1
11,0,12,264.3767982787637,299.61822772893834,1
11,0,13,291.9506306603998,294.45943236479735,1
11,0,14,297.00159420612596,302.3508691860517,1
11,1,0,305.12348078178536,312.0838365098286,1.0
11,1,1,297.975179963667,300.84900253677057,1.0
11,1,2,296.68781601125977,303.1934818450405,1.0
11,1,3,296.7231865480614,310.3108905318678,1.0
11,1,4,287.5984866965057,286.23144341144587,1.0
11,1,5,297.4093191271879,304.53233118546535,1.0
