"Iteration","Best","Average"
0,0.00324141622012218,15.5223122832831
1,0.00324141622012218,15.2116420363365
2,0.0637401130439538,9.14036363031468
3,0.0641395631059146,5.4194184083019
4,0.0697943821591974,3.18676822535372
5,0.0523887122868598,1.93352364551391
6,0.0686375965901399,1.3288773707751
7,0.00405734772483576,0.899347004277008
8,0.00430582445813923,0.588744720132564
9,0.00531146551792229,0.395705878064902
10,0.00736666283380873,0.264165905890975
11,0.000298367949833542,0.197802970407959
12,0.00413375635251733,0.161769278882632
13,0.000853809579941757,0.112841674251172
14,0.00116190647730082,0.0753735738207932
15,0.00116190647730082,0.0534610635850501
16,0.00138686598339559,0.0371162766098955
17,0.000744964124174662,0.0219034594815212
18,0.00106618063437221,0.020199939437451
19,0.00102073265240796,0.0195501903595565
20,0.000938888986493035,0.0128477473263295
21,0.000574571162895965,0.0100642964714929
22,0.000539858439841376,0.00694515243016908
23,0.000321606213642301,0.00464909485872202
24,0.000104567602918951,0.00371474379283692
25,8.85725906327361e-05,0.00292036418066778
26,8.85725906327361e-05,0.0026820351283225
27,0.000162374848152914,0.00334725332404992
28,0.000172529691048998,0.00374356798700627
29,0.000172529691048998,0.00377464699825423
30,0.000174100783193318,0.00383898868216692
31,9.29816008449977e-05,0.00288202791577112
32,0.000131740214816238,0.00189114475355249
33,0.000107318991091695,0.00166980650769045
34,9.18602230873665e-05,0.00128793250703459
35,9.18602230873665e-05,0.0012159874900218
36,7.27230530942262e-05,0.00127225069498986
37,5.69725505311896e-05,0.00112424232601031
38,5.69725505311896e-05,0.00110396988418421
39,6.52535086208331e-05,0.00132784776629446
40,8.16025585939709e-05,0.00160873286639653
41,9.08860465559794e-05,0.00183562529183631
42,7.80871042259098e-05,0.00177794881345306
43,5.86785231467673e-05,0.00185219096937311
44,5.86785231467673e-05,0.00188157307985639
45,5.56259530291672e-05,0.0015840759499677
46,4.94003671605303e-05,0.000660945949502999
47,4.04954508583759e-05,0.000557103129580762
48,4.04954508583759e-05,0.00053302557260241
49,1.80097865698486e-05,0.000544916949703105
50,5.38582672224647e-07,0.000494307147286725
51,3.16454502848021e-05,0.000493427811161241
52,2.26972564793538e-05,0.000663390228764902
53,2.01067962246583e-05,0.000662969381583043
54,1.63802705684949e-05,0.000384857835481461
55,1.32146867795517e-05,0.000368819799875833
56,5.43977385956372e-06,0.000339445953773698
57,9.048600029671e-06,0.000327273029982854
58,9.04520085306266e-06,0.000216740736047357
59,9.04520085306266e-06,0.000165618212331318
