"Iteration","Best","Average"
0,1.58145735622578,7.76264209324595
1,0.515466465158972,3.38320918470649
2,0.500200299696254,2.71682459684919
3,0.487202797146535,1.17543817833372
4,0.471771222791002,0.626709802352011
5,0.464803416712382,0.482383154408087
6,0.455657081963768,0.473480491442874
7,0.447149207239686,0.462237638687146
8,0.43907579944663,0.456170029865506
9,0.425114847059653,0.44191439605083
10,0.413633176795122,0.427755886917483
11,0.402259901613328,0.42032228066631
12,0.398106272985817,0.413537615012108
13,0.388309797014672,0.403748460632486
14,0.381161723030254,0.392561645935536
15,0.372545677083862,0.386555901985296
16,0.365547036722063,0.380133319522309
17,0.359709152875227,0.369518283048561
18,0.33848335788134,0.358294966577361
19,0.324236576181886,0.341592447603028
20,0.318489560506768,0.333823620647892
21,0.306672155577341,0.322710441515736
22,0.299530092244786,0.313322911075
23,0.288307535675075,0.301627294063425
24,0.277589672503151,0.290836865005263
25,0.268145238675223,0.283341295729561
26,0.260549884330932,0.275044958475481
27,0.24991595366967,0.2654900954336
28,0.239709093462353,0.25734726401011
29,0.23217413491595,0.247284213668919
30,0.22567440180059,0.236657641165298
31,0.217220934024003,0.226183477955215
32,0.211729895409046,0.221237458444556
33,0.204254243272763,0.214099916293214
34,0.197006329171662,0.20613244787596
35,0.189025509930319,0.197046673577253
36,0.179413399536213,0.191734441511612
37,0.173519144039848,0.184368413234696
38,0.16141265675693,0.175837776943458
39,0.150119604677018,0.164564959074249
40,0.144879758902151,0.157457155276446
41,0.137488469204658,0.147767542454065
42,0.129740811810625,0.141166361170311
43,0.125993863944941,0.134421564761692
44,0.119206892406718,0.128615765884612
45,0.117625580956342,0.12233773370365
46,0.112609179331862,0.118308641603071
47,0.109372071463899,0.114114442604259
48,0.107678529391693,0.111696921262393
49,0.103458306377095,0.109098331364802
50,0.100291018003862,0.106685029269709
51,0.0955184070270811,0.10323373530733
52,0.0905881099222112,0.0993616882576904
53,0.08598250913996,0.0942795522461379
54,0.0792219097846693,0.0885867059109351
55,0.0786803867061903,0.0840098325739576
56,0.0747376495223662,0.080218498728117
57,0.0719381209568714,0.076349787023671
58,0.0663974524709559,0.0733712572216813
59,0.0612243204296385,0.0679760420853143
