"Iteration","Best","Average"
0,0.287850299036804,16.1087410818445
1,0.129136536570161,14.735813752335
2,0.0412919535526263,7.96497783805833
3,0.0254283008808934,4.64696663199141
4,0.0201854157555335,2.78692914711593
5,0.00123762597191503,1.50808089584568
6,0.00239936371449884,0.781452082322306
7,0.000202691519936605,0.437199442231274
8,0.00108484570725169,0.267615514690139
9,0.00108484570725169,0.171497347627286
10,0.000504875867064318,0.0909620371650185
11,0.00044315455234605,0.0621237155152648
12,0.00044315455234605,0.0399744885785727
13,9.98396377769423e-05,0.020199874035501
14,0.000398465617666512,0.0145517398664934
15,0.000198358625709163,0.00935172095034888
16,0.000198358625709163,0.00830115890345746
17,0.000121457017953892,0.00815757492185654
18,8.90384347460535e-05,0.00581234024464748
19,7.74765629913267e-05,0.00489704270844846
20,7.74765629913267e-05,0.00446597341738426
21,7.55031523898923e-05,0.00581923129792507
22,7.55031523898923e-05,0.00622746516271605
23,9.05486842333966e-05,0.00493299881628177
24,3.10934872057653e-05,0.00367715930806292
25,3.10934872057653e-05,0.00263480830961464
26,4.58524502776955e-06,0.00202658835638413
27,4.58524502776955e-06,0.00190265783975906
28,5.4229923918596e-06,0.00226516940007762
29,1.25259835007914e-05,0.00209037866487114
30,1.25259835007914e-05,0.00201965102073705
31,6.39216398609117e-06,0.00213975040192178
32,6.39216398609117e-06,0.00209602307475293
33,9.22435054151192e-06,0.00245937654546576
34,4.20369509951089e-07,0.00264933579275245
35,6.73212446919523e-06,0.00246796331720239
36,7.14939931774119e-06,0.0021432613782697
37,1.24851477749322e-05,0.00201074114688344
38,1.49131331677544e-05,0.00184570131824461
39,9.22300161593832e-06,0.00147952755652395
40,9.22300161593832e-06,0.00138584950982121
41,1.97463683697419e-05,0.00279139642988429
42,1.78474966739897e-05,0.00364427221322963
43,1.7626637071397e-05,0.00396829585288859
44,1.5081027462149e-05,0.00388998034317864
45,1.5081027462149e-05,0.00236884446329474
46,1.49846187941216e-05,0.00186692368691328
47,1.02438459715563e-05,0.00167443540921621
48,4.00951322983059e-06,0.00149253961286172
49,2.85136552692619e-06,0.0013831634687942
50,7.88516452310567e-08,0.00135291047852783
51,7.88516452310567e-08,0.00106269278942674
52,3.88908235587763e-07,0.000965791879964362
53,7.50348697848142e-08,0.000926630196953737
54,7.50348697848142e-08,0.00060998825700642
55,7.70285138137042e-07,0.000566410735441594
56,5.87114252230199e-07,0.000559505191579945
57,5.87114252230199e-07,0.000273042658377757
58,6.32583240356514e-07,0.000196201925474765
59,6.63271061596278e-07,0.000188138961568949
