"Iteration","Best","Average"
0,3.30100316649493,12.0686838801131
1,1.98162485944786,10.0790512694015
2,0.149378269894031,7.23305543279657
3,0.14032446520753,3.89363784831276
4,0.132878402913319,2.31935040476052
5,0.125176864239739,1.12004763405678
6,0.122029690518142,0.998437524068365
7,0.117141441053972,0.246356473115123
8,0.113349161579803,0.1671080174171
9,0.106465050287811,0.162261446721951
10,0.100850165034349,0.10971370814062
11,0.0959015975523508,0.102872674070474
12,0.090836229536043,0.0986530822734912
13,0.084244559361632,0.092577836867641
14,0.0788278909618977,0.0863106814005621
15,0.0742949087097688,0.0810349658249624
16,0.0705438070361868,0.0773996878127605
17,0.0669589164364315,0.0740485924168608
18,0.0646898659501302,0.0705779268571998
19,0.0614791974862259,0.0676404276805488
20,0.0582609832365185,0.0645355330958828
21,0.0530034194826768,0.0607842781523574
22,0.0514380159224438,0.0571673531675896
23,0.0475157543645589,0.0520825643800565
24,0.0453013947160903,0.0505067214282313
25,0.0416441894101362,0.0470081315813617
26,0.0368358465743496,0.042217582006443
27,0.0330126991687186,0.0378959971653106
28,0.0313691760724309,0.035820977458954
29,0.0287988804258996,0.0333175025354001
30,0.0262244275920031,0.0304427267082389
31,0.0221500451602627,0.0274927473839002
32,0.0195798447539337,0.0241813092790216
33,0.0181992413211649,0.0226591382413214
34,0.0165650307618408,0.0198619192167622
35,0.0139905948511659,0.0185504499657439
36,0.0132796505848955,0.0165121691420546
37,0.0114163753580987,0.0147429056434476
38,0.00917208293427704,0.0122721345807297
39,0.00814936693702463,0.0105882760309702
40,0.00622626424427762,0.0091280529104009
41,0.00505796212327438,0.00699723084653559
42,0.00382293927934136,0.00559095816889189
43,0.00311137308428867,0.00479456848081561
44,0.0027023431100146,0.00396358816173758
45,0.00158178951133741,0.00300453259562444
46,0.000969959424774588,0.00206866756205217
47,0.00054249927469671,0.00144759570054774
48,0.000216109384751125,0.000795563256473107
49,4.5991550181656e-05,0.000528336880561233
50,3.19092343863432e-06,0.000384844917521643
51,4.17364752108855e-08,0.000214325720343964
52,4.17364752108855e-08,0.000167822717575249
53,4.17364752108855e-08,0.000149310523454925
54,4.17364752108855e-08,7.13411909184532e-05
55,4.17364752108855e-08,7.10360529111185e-05
56,4.17364752108855e-08,5.34775958497804e-05
57,4.17364752108855e-08,6.39995300967637e-06
58,2.6616018759724e-08,6.25948275150512e-06
59,2.6616018759724e-08,4.8514362178183e-07
