Iteration,Phase,Id,Fitness
0,0,0,13.471102795533849
0,0,1,1.7629159580927969
0,0,2,6.926957261156986
0,0,3,24.569668032477882
0,0,4,11.391416350057401
0,0,5,3.6063421862176592
0,0,6,11.982091312998353
0,0,7,14.630704793357681
0,0,8,23.24292010786205
0,0,9,0.41042311843963564
0,0,10,3.871057191109965
0,0,11,13.682114962875216
0,0,12,0.41269836397564585
0,0,13,18.559033196778437
0,0,14,40.466594488195746
0,0,15,36.42328274445148
0,0,16,4.946156984932312
0,0,17,12.714632702799236
0,0,18,25.001065813477158
0,0,19,0.9842763975420729
0,0,20,8.744204045114339
0,0,21,12.658656415231434
0,0,22,0.90198338676527
0,0,23,25.068355206149203
0,0,24,24.022219673486443
0,0,25,8.881975111533613
0,0,26,10.041022608347983
0,0,27,15.461746465278747
0,0,28,2.778580717222536
0,0,29,13.866187311913075
0,0,30,0.011180870711709352
0,0,31,12.632993120280476
0,0,32,3.20605397759353
0,0,33,27.506490777917577
0,0,34,1.5826133954720099
0,0,35,14.094437196069885
0,0,36,25.274233610831384
0,0,37,4.442044431976923
0,0,38,1.0771770823479634
0,0,39,6.653479178926429
0,1,0,13.471102795533849
0,1,1,1.7629159580927969
0,1,2,6.926957261156986
0,1,3,24.569668032477882
0,1,4,11.391416350057401
0,1,5,3.6063421862176592
0,1,6,11.982091312998353
0,1,7,14.630704793357681
0,1,8,23.24292010786205
0,1,9,0.41042311843963564
0,1,10,3.871057191109965
0,1,11,13.682114962875216
0,1,12,0.3115621738092462
0,1,13,18.559033196778437
0,1,14,40.466594488195746
0,1,15,36.42328274445148
0,1,16,4.946156984932312
0,1,17,12.714632702799236
0,1,18,25.001065813477158
0,1,19,0.3155753411750754
0,1,20,8.744204045114339
0,1,21,10.983065800734368
0,1,22,0.90198338676527
0,1,23,25.068355206149203
0,1,24,24.022219673486443
0,1,25,6.851182066035275
0,1,26,10.041022608347983
0,1,27,15.461746465278747
0,1,28,2.778580717222536
0,1,29,12.527316846023096
0,1,30,0.011180870711709352
0,1,31,12.632993120280476
0,1,32,1.4153643961861322
0,1,33,27.506490777917577
0,1,34,1.5826133954720099
0,1,35,14.094437196069885
0,1,36,25.274233610831384
0,1,37,4.442044431976923
0,1,38,0.21397879746807988
0,1,39,6.653479178926429
0,2,0,13.471102795533849
0,2,1,1.7629159580927969
0,2,2,6.926957261156986
0,2,3,24.569668032477882
0,2,4,11.391416350057401
0,2,5,3.6063421862176592
0,2,6,11.982091312998353
0,2,7,14.630704793357681
0,2,8,23.24292010786205
0,2,9,0.41042311843963564
0,2,10,3.871057191109965
0,2,11,13.682114962875216
0,2,12,0.3115621738092462
0,2,13,18.559033196778437
0,2,14,40.466594488195746
0,2,15,36.42328274445148
0,2,16,4.946156984932312
0,2,17,12.714632702799236
0,2,18,25.001065813477158
0,2,19,0.3155753411750754
0,2,20,8.744204045114339
0,2,21,10.983065800734368
0,2,22,0.90198338676527
0,2,23,25.068355206149203
0,2,24,24.022219673486443
0,2,25,6.851182066035275
0,2,26,10.041022608347983
0,2,27,15.461746465278747
0,2,28,2.778580717222536
0,2,29,12.527316846023096
0,2,30,23.972746145213748
0,2,31,12.632993120280476
0,2,32,1.4153643961861322
0,2,33,27.506490777917577
0,2,34,1.5826133954720099
0,2,35,14.094437196069885
0,2,36,25.274233610831384
0,2,37,4.442044431976923
0,2,38,0.21397879746807988
0,2,39,6.653479178926429
1,0,0,13.471102795533849
1,0,1,1.7629159580927969
1,0,2,6.926957261156986
1,0,3,3.2764519657023197
1,0,4,11.391416350057401
1,0,5,1.8911673888108163
