"Iteration","Best","Average"
0,0.026085394898621,14.5965030761001
1,0.026085394898621,15.8280484547557
2,0.0426824525125795,9.43389635407196
3,0.047200447545409,5.70012997974988
4,0.00538954135050586,3.34155532342944
5,0.00538954135050586,2.10059920197205
6,0.0139081495982215,1.40014956455766
7,0.01772386385366,0.913776511114471
8,0.000959775201557557,0.641596589967474
9,0.0176593837482819,0.382226931754677
10,0.0176593837482819,0.280599771705243
11,0.00117439084507694,0.199745036887525
12,0.000247718797954828,0.150888163456932
13,0.000247718797954828,0.108770808772705
14,0.00162967015349905,0.0747420813839688
15,0.00215536733694257,0.050834187222594
16,0.00165875217467187,0.0366810366074817
17,0.000293895813013142,0.0297946185346815
18,0.000256899146864665,0.0240070879253903
19,0.000256899146864665,0.0172214786325271
20,0.000427481657415466,0.0129539678370853
21,0.000568775355193995,0.00851270763131105
22,8.35522542193694e-05,0.00668912481187325
23,6.94946399656259e-05,0.00536812644901499
24,6.94946399656259e-05,0.00427183773882663
25,1.25326111000185e-05,0.00354402622540131
26,2.09946175929991e-06,0.00305368847562432
27,2.09946175929991e-06,0.00265279829305182
28,2.80837781487252e-05,0.0022934757521509
29,2.80837781487252e-05,0.00198138550181165
30,3.19850120009971e-05,0.00176360650951978
31,2.90642868554084e-05,0.00171701822836994
32,2.79040167881917e-05,0.00198607521863688
33,2.79040167881917e-05,0.00210197648857433
34,3.37551583101315e-05,0.0017831026428054
35,3.78519040450942e-05,0.00169228360405119
36,4.97982381377901e-05,0.00173388730156327
37,4.89794024188181e-05,0.00156319275922835
38,4.89794024188181e-05,0.00146284266385029
39,6.19669209557518e-05,0.00170374145101434
40,5.48662271446476e-05,0.00189716238413582
41,5.48662271446476e-05,0.00198911622675946
42,6.06313229535562e-05,0.00166449956859159
43,5.31662936502816e-05,0.00134915661894052
44,4.27858454956896e-05,0.00124936560846699
45,4.27858454956896e-05,0.00114462938650566
46,4.57341050332434e-05,0.00114891798775661
47,4.57341050332434e-05,0.0010970312640758
48,4.63890327979775e-05,0.00120808531992243
49,4.55447587291275e-05,0.000738318326018839
50,4.17203821102601e-05,0.000678246908403842
51,3.021280248213e-05,0.000560088157546549
52,2.72205311295379e-05,0.000463739954620983
53,6.0720800210619e-06,0.000406469907359677
54,4.900353292361e-06,0.000390204515591081
55,3.89016532907227e-06,0.000340394746144178
56,2.84583420177053e-06,0.000304594441560027
57,3.24902661480004e-06,0.000273658384039876
58,3.00263875126048e-06,0.00025352330060518
59,2.86476740503611e-06,0.000202293163760497
