Iteration,Fitness
0,-0.7928803249709725
0,-0.7900448903260563
0,-0.8021825877364417
0,-0.8038609500937083
0,-0.8075680922141983
0,-0.8013773757747639
0,-1.9491811993526753e-35
0,-0.8095622739086928
0,-0.0020581640087266144
0,-0.8118670755871239
0,-0.8147941410213709
0,-0.8207203206542165
0,-0.823791192791943
0,-0.8313474569959335
0,-0.8265005209180801
0,-0.8325602043283613
0,-0.8327013519639339
0,-0.8376726808094793
0,-0.8397176311610851
0,-0.8366278251498989
0,-0.8463097629424863
0,-0.4502551765339812
0,-0.8411774038473219
0,-0.847676719937011
0,-0.8446732049330586
0,-0.845059456207145
0,-0.855112540879564
0,-0.8480312059724918
0,-0.7952344910549798
0,-0.0001499729590683487
0,-0.8540807534067865
0,-0.8576140075714989
0,-0.8583398666542529
0,-0.8628956962964213
0,-0.8606224031079123
0,-0.8626873248608866
0,-0.021012305872138648
0,-0.8654283350862738
0,-0.8655530617347464
0,-0.8702237204854253
0,-0.8707626799807253
0,-0.8713962087193285
0,-0.8723040203491708
0,-0.8667471535136944
0,-0.8727882955877421
0,-0.8735521313508158
0,-0.8672049027851442
0,-0.878263855276157
0,-0.8808358068252128
0,-0.8858574725763998
1,-0.888209089573842
1,-0.8778142899419594
1,-0.8870847983938627
1,-0.8937969767830113
1,-0.889544260593475
1,-0.8916607403936411
1,-0.8952080683216865
1,-0.8902609131049437
1,-0.8873290565623377
1,-0.8118670755871239
1,-0.8147941410213709
1,-0.8889389967256244
1,-0.8993415049826539
1,-0.8978019101963588
1,-0.9035748542626737
1,-0.9108895959154383
1,-0.90953433435558
1,-0.8376726808094793
1,-0.9075992480182926
1,-0.9207356382560181
1,-0.9181457112228167
1,-0.9201407885148039
1,-0.9135861827231059
1,-0.9272553231290336
1,-0.9324599904726885
1,-0.9382708972452141
1,-0.9389742189855069
1,-0.9396710871018108
1,-0.9381241726942412
1,-0.9422957944515732
1,-0.9464665316941461
1,-0.9454217360489342
1,-0.9423954959131539
1,-0.9438053839692283
1,-0.9445498807111429
1,-0.9425091867154075
1,-0.9469221289272998
1,-0.9428404303086044
1,-0.9449893333538476
1,-0.9457854663549092
1,-0.9501836632437413
1,-0.954092703372617
1,-0.9550746586488851
1,-0.9550588665927291
1,-0.9598745457871419
1,-0.9605620785012213
1,-0.9639984668259107
1,-0.9641817884154389
1,-0.9610929475175258
1,-0.9644664443089785
2,-0.9646593340635242
2,-0.9615177483207421
2,-0.9634864757533633
2,-0.9613832613942558
2,-0.9656142814582719
2,-0.9645469853173044
2,-0.9697943345091553
2,-0.9728298758633392
2,-0.9690370411327079
2,-0.8118670755871239
2,-0.9712141230111284
2,-0.8889389967256244
2,-0.8993415049826539
2,-0.9681956761289056
2,-0.9732978372696743
2,-0.9695426101153952
2,-0.9718304425066072
2,-0.9767651261210594
2,-0.9775223968645731
2,-0.9815650956241235
2,-0.9797881408222044
2,-0.9767220975295764
2,-0.9789738867956194
2,-0.9831583764109806
2,-0.9829125598035804
2,-0.9839642526645631
2,-0.9840942410014871
2,-0.984540087758989
2,-0.9852053805538428
2,-0.9895653658375789
2,-0.9942446034465392
2,-0.9937960384289604
2,-0.9965644614573859
2,-0.9969759596218065
2,-0.9953058018917438
2,-1.0007268886989953
2,-1.0036189265844853
2,-1.005878176067933
2,-1.0051121269212377
2,-1.0098930441701393
2,-1.0128211377369376
2,-1.0135083496416524
2,-1.0122453949828094
2,-1.0141081405566938
2,-0.9598745457871419
2,-1.0093758699365838
2,-1.0165357985557562
2,-1.0162939086372476
2,-0.9610929475175258
2,-1.0186439661855644
3,-1.022338892832194
3,-1.0231845743384613
3,-1.0264942451022936
3,-1.0277037580145147
3,-1.0281751539414585
3,-1.0269331352568878
3,-1.0296509916378216
3,-1.0310580665171376
3,-1.0329461222276213
3,-1.0341681467136228
3,-1.0321112355274855
3,-1.0353967170675926
3,-1.0348393083366092
3,-1.0375295274199907
3,-1.0382856774275502
3,-1.0380696731780465
3,-1.0394439719459891
3,-1.038090481463809
3,-1.0390962972850823
3,-1.040833366809767
3,-1.0414345648372976
3,-1.0410903093392
3,-1.0409439775745748
3,-1.0409951874265047
3,-1.0416172222582831
3,-1.0413408961806285
3,-1.04292087783356
3,-1.0437527785369498
3,-0.9852053805538428
3,-1.0443377370467624
3,-1.0444867911847355
3,-1.0450840550601406
3,-1.0432011277252586
3,-1.0456546233843351
3,-1.0462606140556625
3,-1.0456324662977179
3,-1.046418061906926
3,-1.0463433106178541
3,-1.045419389633124
3,-1.0470405688330953
3,-1.0476567724803176
3,-1.046964766201127
3,-1.0487253183433787
3,-1.049440116510681
3,-1.0491549155325663
3,-1.0480465508015895
3,-1.050384042663156
3,-1.0497114985477305
3,-1.0505362055159064
3,-1.0504793761240427
4,-1.0511481147631336
4,-1.0520796772448313
4,-1.0521171700907348
4,-1.0541338709106287
4,-1.0546652324480061
4,-1.054717622930295
4,-1.0547833935105206
4,-1.0566056672092297
4,-1.0560707493583985
4,-1.0568516654854012
4,-1.0576602885047857
4,-1.0353967170675926
4,-1.0348393083366092
4,-1.0560954195056063
4,-1.058779325008372
4,-1.0594461871283458
4,-1.0595021483811797
4,-1.0599837181642109
4,-1.0594247822161855
4,-1.0596384425349998
4,-1.059944279345057
4,-1.0594536984190266
4,-1.060579153044163
4,-1.0605429747927204
4,-1.0416172222582831
4,-1.0604586754004641
4,-1.0598818979090878
4,-1.0607022205399046
4,-1.0616321731057727
4,-1.0615457461637245
4,-1.0615174663222766
4,-1.0630005762258499
4,-1.06261080940496
4,-1.0637236693843415
4,-1.0653441962567556
4,-1.065636479704554
4,-1.0664736890777768
4,-1.0656407318188765
4,-1.0666545946657244
4,-1.0674051938839308
4,-1.0663723602902289
4,-1.0681443675598996
4,-1.067822109694582
4,-1.068107312883532
4,-1.0686429951851828
4,-1.070095851319914
4,-1.0704710091857048
4,-1.0684036990469372
4,-1.0698184890689422
4,-1.0691910872309356
5,-1.0699339830016399
5,-1.0699800988317627
5,-1.069883121302715
5,-1.0541338709106287
5,-1.0690670793555677
5,-1.0714380102747616
5,-1.0547833935105206
5,-1.070904760306334
5,-1.0711178523793523
5,-1.0568516654854012
5,-1.0704465942148624
5,-1.0718078090181564
5,-1.0707741608294379
5,-1.0714693242159046
5,-1.058779325008372
5,-1.0714210932878458
5,-1.070715747319682
5,-1.0599837181642109
5,-1.0699656766641508
5,-1.0721042641973082
5,-1.0731348976441397
5,-1.070168821536334
5,-1.0730514082000424
5,-1.0605429747927204
5,-1.0416172222582831
5,-1.0735447559831448
5,-1.074479876965762
5,-1.0607022205399046
5,-1.0742656414160467
5,-1.0736659312904573
5,-1.0732032667312368
5,-1.0766296178771682
5,-1.077604483059626
5,-1.077011185350867
5,-1.0773223941063508
5,-1.0783290225197262
5,-1.0773826061568408
5,-1.0772834012998298
5,-1.0787831143756117
5,-1.0788900719040728
5,-1.0781599480022632
5,-1.079440723191583
5,-1.067822109694582
5,-1.079814893066019
5,-1.0791735482390021
5,-1.0787155361044667
5,-1.0801237449445724
5,-1.0787650773456887
5,-1.0812783475615981
5,-1.0808297016129815
6,-1.0812809383826367
6,-1.081141396741839
6,-1.081358470989578
6,-1.0803325204968568
6,-1.0690670793555677
6,-1.0805818697732352
6,-1.0803060068787222
6,-1.0815481762068009
6,-1.0835808406116951
6,-1.082934391698222
6,-1.0835015100766956
6,-1.0826627250211898
6,-1.082183168104929
6,-1.0827232249333154
6,-1.0824354633495408
6,-1.0836033411492432
6,-1.0835460846697842
6,-1.0858875239554047
6,-1.0867838751483547
6,-1.0860704492378686
6,-1.088140761959408
6,-1.0869856421765438
6,-1.0865895553116491
6,-1.0883793444072938
6,-1.0894721305936286
6,-1.0912605132749924
6,-1.0907836302057963
6,-1.091543164074315
6,-1.0902712892488717
6,-1.0904422025395761
6,-1.0909429853938284
6,-1.0888825088080607
6,-1.0938370469711693
6,-1.0934225537021303
6,-1.092582757059337
6,-1.0924591119434162
6,-1.0952161965767013
6,-1.0968175274078287
6,-1.0973425689139975
6,-1.0980582383797104
6,-1.0986198564947325
6,-1.0996265393564788
6,-1.099871122146146
6,-1.1005631257991224
6,-1.100357580747359
6,-1.1008228416916228
6,-1.0801237449445724
6,-1.1004688356838381
6,-1.0998575841719294
6,-1.0994239286405816
7,-1.0998024789170733
7,-1.1007994287018854
7,-1.1015941190664245
7,-1.1021430883526644
7,-1.100147364351966
7,-1.1017596887603023
7,-1.10202901169468
7,-1.1033114115783902
7,-1.103071176022662
7,-1.1016921102089894
7,-1.1039268258352068
7,-1.1054519860735612
7,-1.1055835860143597
7,-1.1047855216833098
7,-1.1064597787015353
7,-1.107793799496274
7,-1.1068149938045784
7,-1.1080210047803782
7,-1.1068867240622404
7,-1.1078505628834745
7,-1.108266075429642
7,-1.1086609188168413
7,-1.1069651195138317
7,-1.1098690504634854
7,-1.1091169627232504
7,-1.1107191667599843
7,-1.1097066743645008
7,-1.1108055021349146
7,-1.108258101783702
7,-1.111128531018244
7,-1.1098896375534304
7,-1.1110947830934854
7,-1.1125523223572156
7,-1.1127136627634402
7,-1.1142008009617688
7,-1.1108800245057873
7,-1.1109636771388292
7,-1.1145657602445729
7,-1.1147522762600783
7,-1.1146355587042012
7,-1.1136181271677168
7,-1.1135937196817633
7,-1.1156068144448017
7,-1.1162088687182101
7,-1.116328874793902
7,-1.1175195709484826
7,-1.1176784619295508
7,-1.1167198734413395
7,-1.1160637108383662
7,-1.119984325865829
8,-1.0998024789170733
8,-1.1208385860109378
8,-1.1198910820831736
8,-1.1186710560350954
8,-1.1198306249594652
8,-1.120288082691521
8,-1.1176498205647636
8,-1.1204811606312486
8,-1.1208271858012153
8,-1.1240277624041393
8,-1.1245061403788115
8,-1.1244535457709235
8,-1.1256649413486366
8,-1.1251881794275254
8,-1.125176416727355
8,-1.1254359764119926
8,-1.123696740252665
8,-1.1275984524350002
8,-1.1290199893388326
8,-1.1269877133198856
8,-1.128526025953101
8,-1.1287474110896065
8,-1.1284993147249383
8,-1.1273849704971315
8,-1.1288088507811025
8,-1.1294062656793795
8,-1.1281400294398942
8,-1.1263840097151172
8,-1.129068909316438
8,-1.127671579592385
8,-1.1302398614448697
8,-1.131166768759667
8,-1.130130539156926
8,-1.1127136627634402
8,-1.1302436126234132
8,-1.1328699972499445
8,-1.1321770409607195
8,-1.1145657602445729
8,-1.1333140761297016
8,-1.1349822936761993
8,-1.1334980551552447
8,-1.134176757203308
8,-1.134586668349208
8,-1.1344095677201973
8,-1.1330395243742926
8,-1.1342150326614593
8,-1.1176784619295508
8,-1.134787648057319
8,-1.13653246841762
8,-1.1341990064526386
9,-1.1357850391764814
9,-1.139136401103443
9,-1.1403571099794272
9,-1.140922649285326
9,-1.1418753142612046
9,-1.1423878602741153
9,-1.1415094169624853
9,-1.1406900445666122
9,-1.142813898272161
9,-1.1449492118419622
9,-1.1436770593082464
9,-1.1434601239892477
9,-1.1447797697537068
9,-1.1444061699964598
9,-1.145066267828941
9,-1.1466697372442498
9,-1.1453537975844594
9,-1.146508439414414
9,-1.1457647550158652
9,-1.1453614393306055
9,-1.1453272262652652
9,-1.1470275691159113
9,-1.1497451011216335
9,-1.1486444377111642
9,-1.1477201433521458
9,-1.1294062656793795
9,-1.1497986229749046
9,-1.1479162337924296
9,-1.1491568927608409
9,-1.1494936751554548
9,-1.149882257846542
9,-1.151337094800395
9,-1.1500178801683085
9,-1.1520796046542114
9,-1.1501533776535608
9,-1.1532917187224168
9,-1.153181457850311
9,-1.151037745031981
9,-1.1506415685629405
9,-1.1515502852936914
9,-1.154090063049042
9,-1.1537949693242446
9,-1.134586668349208
9,-1.1344095677201973
9,-1.1550240812309949
9,-1.1527052333302532
9,-1.1536456255748466
9,-1.1538487546034062
9,-1.155206985976553
9,-1.1552309544486699
10,-1.1552286460601164
10,-1.1540934654140969
10,-1.1562505641288328
10,-1.1544913998797737
10,-1.156901028069809
10,-1.1560129006296904
10,-1.1415094169624853
10,-1.1585547030458185
10,-1.1614600036487488
10,-1.1601672554776845
10,-1.163748970326936
10,-1.1631538209177048
10,-1.1607606692087291
10,-1.1444061699964598
10,-1.1654267956789943
10,-1.1665115701627045
10,-1.1673666951971355
10,-1.1674880636077982
10,-1.1687117498321518
10,-1.169795737234884
10,-1.1665869580337507
10,-1.1710667570934141
10,-1.1699022271915234
10,-1.1681034138564625
10,-1.1733847320021622
10,-1.1706751112166183
10,-1.1706608113284505
10,-1.1702465420954418
10,-1.1722639127544672
10,-1.173486013370289
10,-1.1705529952254705
10,-1.1732429226616228
10,-1.1708478006410006
10,-1.1701048585690537
10,-1.1762300498578058
10,-1.1532917187224168
10,-1.1750946350905902
10,-1.175563751153417
10,-1.1757089111813015
10,-1.1757475015247376
10,-1.1752595891647082
10,-1.1753693557054545
10,-1.1772053176349306
10,-1.1776147161914656
10,-1.177556719751485
10,-1.1773616710559316
10,-1.1779910327592855
10,-1.1538487546034062
10,-1.1798012947561285
10,-1.180334030391415
11,-1.1765752995925842
11,-1.1789812893147722
11,-1.1826451232716568
11,-1.183564117849657
11,-1.183465518672385
11,-1.1856121636293695
11,-1.1831676995536504
11,-1.1862038495825757
11,-1.1853909348556195
11,-1.1601672554776845
11,-1.185175846220212
11,-1.1874645436356335
11,-1.189174371017671
11,-1.187710457881339
11,-1.1890215279767782
11,-1.187518566415675
11,-1.1915641969003263
11,-1.188843207016418
11,-1.1918804036906088
11,-1.1914908151653494
11,-1.1908521331083919
11,-1.1950338531631528
11,-1.1699022271915234
11,-1.1921195799549738
11,-1.196841540345656
11,-1.196775520299809
11,-1.1990886836782264
11,-1.1983112783679886
11,-1.1998234841232156
11,-1.2037280399649235
11,-1.2030857219480031
11,-1.2039240335527501
11,-1.1708478006410006
11,-1.203690714012849
11,-1.2026393499821133
11,-1.2038139377374457
11,-1.1994428749672525
11,-1.203297903634265
11,-1.2057959291489722
11,-1.2080509524235643
11,-1.2081330162585355
11,-1.207243398357029
11,-1.1772053176349306
11,-1.2078590632755066
11,-1.20600170796682
11,-1.2071033030211817
11,-1.210477148612826
11,-1.2069051622357951
11,-1.1798012947561285
11,-1.2107233177547212
12,-1.1765752995925842
12,-1.2086044861376108
12,-1.2148379700056169
12,-1.2144040195042132
12,-1.2126420615698579
12,-1.2155703077393873
12,-1.2134336796029472
12,-1.215887110743163
12,-1.2176170542769027
12,-1.1601672554776845
12,-1.221247109123917
12,-1.2188925824757195
12,-1.22396286932
12,-1.2228906349204554
12,-1.225994422213672
12,-1.224155261559779
12,-1.2242997663930355
12,-1.188843207016418
12,-1.2288275563020827
12,-1.22709630652359
12,-1.2343307260752283
12,-1.2372594311029559
12,-1.2404786552917135
12,-1.2403691442073077
12,-1.2397818172027173
12,-1.2418422188024538
12,-1.2449226981766894
12,-1.245711843596013
12,-1.2466412025101015
12,-1.2464864520442551
12,-1.2493437981280393
12,-1.2489815490549847
12,-1.249449168091594
12,-1.2458270784037613
12,-1.2459441464817465
12,-1.2498562355074663
12,-1.2483542746020604
12,-1.24822168619033
12,-1.2509573966347791
12,-1.2470511449944404
12,-1.251995914845869
12,-1.2538525826078675
12,-1.254527862946215
12,-1.2591106275374897
12,-1.257335007831669
12,-1.258237385149734
12,-1.255457348694036
12,-1.2069051622357951
12,-1.2588730476318877
12,-1.2588607861206833
13,-1.2542017082606955
13,-1.2597150816321458
13,-1.2588677560953305
13,-1.2578628703859995
13,-1.258750130700045
13,-1.261257609257795
13,-1.2577009346764558
13,-1.2626367436838517
13,-1.2598581233768527
13,-1.264698580008428
13,-1.2634381387176474
13,-1.2663049110092959
13,-1.2661417397765338
13,-1.2670263121805347
13,-1.270267187797377
13,-1.270438757179555
13,-1.2660548245084982
13,-1.2635411941462953
13,-1.2676798709898471
13,-1.2683524117503777
13,-1.2683367751724355
13,-1.2688443110721437
13,-1.2683908286438865
13,-1.2715470159304285
13,-1.2697566523212132
13,-1.2674911660769748
13,-1.2727297001091225
13,-1.2717333729311289
13,-1.2749276844611228
13,-1.2748272526187887
13,-1.2768323879279566
13,-1.2753489943741767
13,-1.2769013689247992
13,-1.274821204287227
13,-1.2752960312288586
13,-1.2757086938502835
13,-1.2796137337640476
13,-1.2797156437017971
13,-1.2787393745545619
13,-1.2789166615736818
13,-1.2819914187232964
13,-1.2839259363464717
13,-1.2857586343771128
13,-1.2804197486275792
13,-1.2847747715791942
13,-1.2849749220081397
13,-1.2853209476368321
13,-1.285317169947409
13,-1.285327231577012
13,-1.2849143236814045
14,-1.2828894285242456
14,-1.2866184104923484
14,-1.2588677560953305
14,-1.284456387876355
14,-1.2883294320784706
14,-1.2906506175919803
14,-1.2923665393497332
14,-1.2968892180342695
14,-1.288699694140815
14,-1.2975322679845687
14,-1.29782743531665
14,-1.2939105105568076
14,-1.2970092954910273
14,-1.2958376257165303
14,-1.2981535963604398
14,-1.2987244840202827
14,-1.2991105586335476
14,-1.2998715985398415
14,-1.300133180139087
14,-1.3002784662138247
14,-1.2683367751724355
14,-1.300307839221011
14,-1.3015828981385755
14,-1.2715470159304285
14,-1.2697566523212132
14,-1.3022032805816088
14,-1.2988674536697231
14,-1.30359513658973
14,-1.2996044238525024
14,-1.2748272526187887
14,-1.3053894726500648
14,-1.2753489943741767
14,-1.3022629243408146
14,-1.3093415075709274
14,-1.3077191703839421
14,-1.3060154375562314
14,-1.3121493278753162
14,-1.3050575987468735
14,-1.3097548409928583
14,-1.3112689965405218
14,-1.3115820138509091
14,-1.3105258742185308
14,-1.3155113959625033
14,-1.3155559682686535
14,-1.3202331625574657
14,-1.3251701454121274
14,-1.325337067505755
14,-1.285317169947409
14,-1.3220739241658679
14,-1.3295943638656804
15,-1.3305027869364965
15,-1.3332619119301539
15,-1.3329617850024273
15,-1.3335105840714183
15,-1.2883294320784706
15,-1.3329060361079956
15,-1.3338353454144822
15,-1.3336598836708295
15,-1.3293735965275895
15,-1.3301030033767554
15,-1.3350660331872561
15,-1.339220939374473
15,-1.3425590113840253
