Iteration,Id,X,Y
50,50,,
0,0,348.62485683771905,308.18241086113557
0,1,348.7656562518957,308.6034790622308
0,2,159.15929046142216,222.49012513380092
0,3,348.5268749450326,308.9553591329903
0,4,348.77197110744044,308.72038358361
0,5,348.4860129631522,308.85681704466094
0,6,64.65495940717128,487.3693895880292
0,7,348.6118757453733,309.0136526418994
0,8,348.48329338070874,308.7896280254755
0,9,348.487026357238,308.6485143975794
0,10,348.2917350105074,308.7488227070389
0,11,348.1825027440035,309.26841965502
0,12,348.1718801930047,309.1938375057497
0,13,348.2313284204312,309.4726768347583
0,14,348.350732302489,309.82682924312905
0,15,306.7327172754642,293.7659272958881
0,16,348.12603423974997,309.78586813139054
0,17,348.21510357936666,309.6767864240243
0,18,348.51139689367164,310.3155167055357
0,19,348.3802894976951,310.1970206848415
0,20,556.0973139378884,228.06601366172345
0,21,348.41948620341157,310.29627589819387
0,22,348.15417266049366,309.9896128372122
0,23,348.49992087744425,310.66334682095345
0,24,348.5394537454199,310.9403330422198
0,25,348.8082060886563,311.2244426056663
0,26,348.6203966223438,311.29038513899116
0,27,348.53445560779204,311.3416999488671
0,28,348.3528229050266,311.28001820976783
0,29,348.517780114618,311.49290871679824
0,30,348.64025884561863,311.7152380525843
0,31,348.8153304009871,311.6292607865314
0,32,348.51899320473336,311.4984243396022
0,33,348.58392186143215,311.56982295779943
0,34,348.96220082795185,311.55763867886867
0,35,348.88367864606033,311.45257272936306
0,36,348.5901128481482,311.7490176568356
0,37,348.27216616619876,311.5587904452767
0,38,348.80192079665744,311.6063153818011
0,39,348.5633374346113,311.68692195930595
0,40,348.6010174639433,311.9386657263956
0,41,348.79066591561696,312.14316484462216
0,42,348.96221519187566,312.17598860340274
0,43,348.89686666178534,312.18509786830964
0,44,348.9361167899473,312.47312130021714
0,45,349.254160961699,312.4649239263213
0,46,465.8053132928602,172.93105857103905
0,47,349.28133861849204,312.6749437534226
0,48,349.3292843943007,312.67860775882025
0,49,349.4623734111169,312.46403184564775
1,0,349.6199382754894,312.6482848648606
1,1,349.6387614500864,312.65726339691753
1,2,349.91746165754927,312.4152723841479
1,3,349.5813383022489,312.5932782872641
1,4,349.42720589050776,312.4877230758381
1,5,349.4067843331719,312.75637046025986
1,6,349.8426260368791,312.55579408548164
1,7,349.9156836682746,312.8120279334296
1,8,350.01250713261527,312.9944619191234
1,9,349.75552851973634,312.7901399683161
1,10,350.111508015612,312.8707599303453
1,11,348.1825027440035,309.26841965502
1,12,349.70851820769735,312.74359141696857
1,13,350.3904154584504,312.9583768186524
1,14,350.4891486317229,312.696224690181
1,15,350.6173853579376,312.82156379073416
1,16,350.37319704948527,313.0976174200511
1,17,350.5161629448186,313.12299848463874
1,18,350.4160179118292,313.4211669742318
1,19,350.09549213672346,313.3563328126459
1,20,350.0093414435019,313.1602408522922
1,21,350.18369092792574,313.2835695186435
1,22,350.36434957663016,313.5436882819737
1,23,350.4746296663361,313.5051941083105
1,24,350.47670880688975,313.56239615955974
1,25,350.55227014419387,313.5572051027974
1,26,351.0656148612726,313.48915902104403
1,27,351.03083519620736,313.5434726273737
1,28,350.93830176571663,313.880126255689
1,29,351.31516168051945,314.1550365999561
1,30,351.06447068645036,314.17430081325836
1,31,351.26493038941334,314.3467676814404
1,32,351.3737806449989,314.1745607827289
1,33,351.5530303058037,314.0043373848899
1,34,348.96220082795185,311.55763867886867
1,35,351.6641724605732,314.28128595959606
1,36,351.72697371676225,314.50763814813337
1,37,351.6262381051668,314.72671327210435
1,38,351.7288900196156,314.44045885628066
1,39,352.1152841843187,314.7004967133469
1,40,352.3745687941626,314.90182892815716
1,41,352.12878771823983,315.0351925880828
1,42,352.57042919716326,314.72814886100906
1,43,348.89686666178534,312.18509786830964
1,44,352.4744042504368,314.8130701178828
1,45,352.5638135759723,314.28481887478415
1,46,352.9516116484853,314.4133850347812
1,47,353.0364054053073,314.3645328958108
1,48,353.15558618161464,314.54283015272296
1,49,353.25308203700416,314.9063597235821
2,0,353.2815123673543,314.59510913259055
2,1,353.58370517719277,314.8708628308194
2,2,353.5209727216608,315.0398417160283
2,3,353.67488173079823,314.8947973858939
2,4,353.4659901686203,314.8201493681158
2,5,353.80970713039704,315.0283150330675
2,6,353.64528136171754,315.27948968134694
2,7,349.9156836682746,312.8120279334296
2,8,350.01250713261527,312.9944619191234
2,9,353.7546317632061,315.3179232849018
2,10,353.6530106102762,315.2859798288972
2,11,354.06429268542865,314.60830280001665
2,12,354.39182723970913,314.6454628601425
2,13,354.72031891601705,314.4032000866723
2,14,354.57201694423867,314.8458560234824
2,15,354.6696154048365,314.5766206896615
2,16,350.37319704948527,313.0976174200511
2,17,354.94332731428784,314.2323602425475
2,18,355.11250625162455,314.3622055558707
2,19,354.90334535315577,314.217796266891
2,20,354.6979235176775,314.55755402291896
2,21,355.0994044933145,314.6785262154947
2,22,355.42719996433544,314.27616574506015
2,23,355.5761922971672,314.0982509143265
2,24,355.24928062794123,314.21972594896926
2,25,355.79800932365504,313.85268619759603
2,26,355.9781794333709,313.7673182179167
2,27,355.60140831844546,313.97352147298074
2,28,356.0688062110321,314.0032754618807
2,29,355.85524877788873,314.4113983798242
2,30,356.2365075742423,314.0213362708354
2,31,356.40530868834077,313.9065096469622
2,32,356.6331719111985,313.8687715368534
2,33,356.3650142427939,313.5996836112897
2,34,348.96220082795185,311.55763867886867
2,35,356.560420904439,314.1122411628844
2,36,356.66321282988014,314.0451578219139
2,37,356.39407256824575,314.13297940202233
2,38,356.93319982874493,313.8024264713793
2,39,357.3461766314756,313.4018715110542
2,40,357.016972645924,313.4226440710447
2,41,357.3904211293123,313.5591297661878
2,42,357.39215907892304,313.7891214886489
2,43,357.2524323196119,313.69520557733335
2,44,357.8558208543524,313.60933188900196
2,45,357.98764250984897,313.7101910989915
2,46,358.03177717532327,313.55159555411245
2,47,357.6298337535893,313.63661920514
2,48,357.9877667832819,314.1503333366775
2,49,358.0015710338808,313.8001386169997
3,0,358.04416882929615,314.12780992688386
3,1,358.1796128291617,313.86968946154144
3,2,358.3797829693369,313.83004705682197
3,3,358.6677854576486,313.7956298101237
3,4,358.7775752100746,313.6279406411608
3,5,359.20810409877174,313.87455426548786
3,6,359.39075924428556,313.80417547773453
3,7,359.4446310761682,313.730893543446
3,8,359.62889337454385,313.4658285688118
3,9,359.92601907006485,313.7895876910945
3,10,359.75659187376897,313.8402674701829
3,11,359.91972566679783,313.94310856041847
3,12,360.2690871134205,313.6726967243639
3,13,359.979227254771,313.4712392962526
3,14,360.43956073974977,313.9198380311457
3,15,354.6696154048365,314.5766206896615
3,16,360.7249932083771,313.68811659513005
3,17,360.88131227457063,313.4517569985744
3,18,355.11250625162455,314.3622055558707
3,19,361.00762476714465,313.44567310218474
3,20,360.8889722625771,313.4108180285869
3,21,360.95655290550206,313.3914018357616
3,22,360.897287485408,313.6080402992917
3,23,360.8867226243194,313.4250582369511
3,24,361.11479594528504,313.5132596072709
3,25,361.06225985758016,313.5853555834114
3,26,361.06022258971507,313.5529113941344
3,27,361.11621552352585,313.254673465774
3,28,361.0412867439726,313.69510712707574
3,29,361.2304977895262,313.7687409526575
3,30,361.2781549410625,313.61035278100974
3,31,361.3545876504843,313.3794945683984
3,32,361.58865958116627,313.6914370505906
3,33,361.47694449584674,313.73566131139063
3,34,361.6823790751237,313.9992432038503
3,35,362.0551950789647,314.13332295436413
3,36,362.1460825182376,314.00456913121917
3,37,362.36443953530323,313.9166795746033
3,38,362.18806521838417,313.8285894395613
3,39,362.44809027564133,313.7635209999662
3,40,362.5946470135465,313.8732359956252
3,41,357.3904211293123,313.5591297661878
3,42,362.3708635478641,313.7987965416309
3,43,362.79793621038294,313.7605873706758
