"Iteration","Best","Average"
0,0.544161487494699,13.9544594565559
1,0.0845863339783996,10.4343165743065
2,0.0366182424743148,8.97843821017372
3,0.0092410486206894,7.36916417801263
4,0.0092410486206894,6.32761947436751
5,0.0183758251538002,6.16068835572646
6,0.00973449920793643,6.67626513995792
7,0.00948923790085637,6.78025111546265
8,0.00465419979388651,5.47407188049328
9,0.00375738391939829,4.9878313692313
10,0.00021397253959151,4.73423567772805
11,0.00021397253959151,4.46676719480799
12,0.00755052989016833,6.31572838519291
13,0.000686188256018125,6.00423991912915
14,0.000236120518328554,5.40528925787673
15,0.000236120518328554,7.87530770875733
16,0.00211496666074785,7.64023892802169
17,0.00193113133365557,5.61378685045922
18,0.00193113133365557,6.77900666584377
19,0.00193113133365557,6.48805639633288
20,0.00193113133365557,6.17186920022133
21,0.000228789786546565,5.42818143107216
22,0.000228789786546565,4.92357632395598
23,0.000228789786546565,4.51863114116789
24,4.88700001259621e-06,4.30439795482789
25,4.88700001259621e-06,4.14938592188826
26,4.88700001259621e-06,4.39092033861654
27,0.00264635307285429,5.20042887350017
28,0.000339330514335312,5.01156621374651
29,0.000339330514335312,5.11757812255658
30,0.000339330514335312,5.01328908655948
31,0.00545647626186919,6.71081031234595
32,0.00545647626186919,5.55399715242648
33,0.00613151235422824,7.31755712007703
34,0.00532788634199232,7.5178577734551
35,0.00532788634199232,4.9252065255129
36,0.00347095262017637,4.41159381210753
37,0.00341626605214093,4.8062201472276
38,0.00341626605214093,4.18776897343485
39,0.00341626605214093,5.03253659993813
40,0.000175010184809751,6.03270078339833
41,0.000175010184809751,5.28854916625452
42,0.000289787024305849,5.56959325286352
43,0.000712646126180401,6.97527437153558
44,0.00168120390215533,8.17012892188556
45,0.00288302898047043,8.6282877621047
46,0.00288302898047043,9.33979784805009
47,0.00432983023851423,6.86828064967855
48,0.00280189327323508,5.29128538977933
49,0.00175441772319304,5.43792307893306
50,0.00175441772319304,6.06230455486414
51,0.00175441772319304,6.39638909963977
52,0.00154765131006576,7.90900787163778
53,0.000169781532774165,8.03888369838204
54,0.000169781532774165,7.97577838555734
55,0.000738589370667937,6.42170330611358
56,0.000256199831919382,5.9520467267476
57,0.000256199831919382,4.07773898284581
58,0.000256199831919382,4.92491941905847
59,0.00765125827541084,4.22284033612011
