Iteration,Id,X,Y
50,50,,
0,0,442.57813399490135,324.85419547726633
0,1,443.0219686162154,324.93857760555807
0,2,442.57102273028386,324.3445511673139
0,3,443.02719211234154,324.27308139767865
0,4,443.1122346477865,324.6850331410287
0,5,443.15358461987273,324.2333051995997
0,6,442.9569476462416,324.43767556784695
0,7,443.1113695105787,324.2156961912819
0,8,443.1320512158084,324.0899406208672
0,9,443.02505121829665,324.25550510665363
0,10,443.2078388223445,324.0384827797031
0,11,443.56140573149077,324.04562378658164
0,12,443.51513003417773,324.23123536178474
0,13,443.1916214414324,323.874196055751
0,14,443.3627964967873,324.0207379978139
0,15,443.33880368708674,323.7020942342072
0,16,443.47162742502604,323.66646647758773
0,17,443.3967627116334,324.1758267633808
0,18,443.2285176998388,323.7157938630717
0,19,443.43646351743524,323.4906037409246
0,20,443.3684006667366,323.41136570377193
0,21,443.59274195192427,323.1903548423881
0,22,443.31660450344066,322.74770005432345
0,23,443.02919371106873,322.75953863039615
0,24,442.98909619663107,322.9723387048316
0,25,442.753998679483,323.0090348699949
0,26,442.9206534687694,322.4158513151988
0,27,442.79413238271593,322.38926587343263
0,28,442.84683549714686,322.0422697034077
0,29,442.9009606889034,321.9896586324488
0,30,442.82392862471465,322.4158646230055
0,31,443.2440504761099,322.419489219752
0,32,442.91810221551106,322.0904668376281
0,33,442.91012926893086,321.69073982694295
0,34,443.275583915258,321.82365711990855
0,35,442.9105012414237,321.9817060447674
0,36,443.21121586887153,321.63198363779827
0,37,442.9413263264097,321.6764551060011
0,38,443.32651465651736,321.5199594501701
0,39,110.35458225737311,549.1581430531313
0,40,443.00964641490384,321.57517268148933
0,41,443.4526209885197,321.2637279957909
0,42,443.383447968061,321.4333966164741
0,43,443.3250187490037,321.43639990866626
0,44,443.4238403322107,321.2192524055705
0,45,442.95406754242464,321.16250007995416
0,46,442.81325085743373,321.16295718371475
0,47,443.0229651216706,321.3204164845631
0,48,442.8694241420664,320.6102586757589
0,49,589.2185393393964,499.5995549060325
1,0,442.654537224338,320.51188287108585
1,1,442.680175370936,320.3464695206546
1,2,442.63223183386333,320.5702803121445
1,3,442.9591905377734,320.5596297128745
1,4,442.67740664182986,320.3038423297211
1,5,442.9884134631828,320.46836073968757
1,6,442.9569476462416,324.43767556784695
1,7,443.1113695105787,324.2156961912819
1,8,442.8080175278074,320.3983986273372
1,9,443.02505121829665,324.25550510665363
1,10,443.2078388223445,324.0384827797031
1,11,442.7093989365853,320.34349890236314
1,12,443.51513003417773,324.23123536178474
1,13,442.7057242107319,320.21106919861137
1,14,442.95739443522245,320.01291028680225
1,15,443.08687077174955,319.88565023569413
1,16,443.0061591280526,319.76498138459203
1,17,442.44520591987816,319.50613798280256
1,18,442.56149163636815,319.86247149671397
1,19,442.6884601723564,319.5501355375934
1,20,442.56092963521905,319.3942115963449
1,21,442.7431039709466,319.80702112247144
1,22,442.2892802618511,319.5499985786667
1,23,442.50496504806154,319.38072354984706
1,24,442.8781595752134,319.43641234188
1,25,442.3800121166111,319.21872180594113
1,26,442.2112733159584,319.15676428936223
1,27,442.79413238271593,322.38926587343263
1,28,442.0043160106227,319.1378610770206
1,29,442.1187780767277,319.2187851448573
1,30,441.95279663963777,319.043805817177
1,31,441.73353124494776,318.6534184640717
1,32,441.5777467518427,318.6484815012668
1,33,441.66635551422877,318.64741072892855
1,34,441.50214477139696,318.27703667892945
1,35,442.9105012414237,321.9817060447674
1,36,441.7746567012946,318.26501701340135
1,37,441.4466922721036,318.16662510264155
1,38,441.46083391929045,318.1982160299204
1,39,441.63171608834324,317.95219763540297
1,40,441.3398137756957,317.8148581865621
1,41,441.3340457483582,317.7914003377223
1,42,441.1483296034911,317.91110683584844
1,43,441.5154052796134,317.9351575562555
1,44,441.33022044559505,317.2521582900927
