Iteration,Phase,Id,X,Y
10,,10,,
0,0,0,88.49519223243632,288.7980363481815
0,0,1,19.152207375300375,215.47426087110378
0,0,2,395.58959283404056,539.449734068135
0,0,3,287.18944264028414,71.11512909911464
0,0,4,51.28935291888619,519.7039314128739
0,0,5,527.0464869220139,525.2916788636389
0,0,6,441.25150336612336,0.0
0,0,7,477.1954176353791,0.0
0,0,8,289.3840364296645,57.790688343327034
0,0,9,376.24010468674675,552.0010724605777
0,1,0,88.49519223243632,288.7980363481815
0,1,1,19.152207375300375,215.47426087110378
0,1,2,395.58959283404056,539.449734068135
0,1,3,287.18944264028414,71.11512909911464
0,1,4,51.28935291888619,519.7039314128739
0,1,5,527.0464869220139,525.2916788636389
0,1,6,441.25150336612336,0.0
0,1,7,477.1954176353791,0.0
0,1,8,289.3840364296645,57.790688343327034
0,1,9,376.24010468674675,552.0010724605777
0,2,0,88.49519223243632,288.7980363481815
0,2,1,19.152207375300375,215.47426087110378
0,2,2,395.58959283404056,539.449734068135
0,2,3,287.18944264028414,71.11512909911464
0,2,4,51.28935291888619,519.7039314128739
0,2,5,527.0464869220139,525.2916788636389
0,2,6,441.25150336612336,0.0
0,2,7,477.1954176353791,0.0
0,2,8,289.3840364296645,57.790688343327034
0,2,9,376.24010468674675,552.0010724605777
1,0,0,88.49519223243632,288.7980363481815
1,0,1,19.152207375300375,215.47426087110378
1,0,2,395.58959283404056,539.449734068135
1,0,3,287.18944264028414,71.11512909911464
1,0,4,51.28935291888619,519.7039314128739
1,0,5,527.0464869220139,525.2916788636389
1,0,6,441.25150336612336,0.0
1,0,7,477.1954176353791,0.0
1,0,8,289.3840364296645,57.790688343327034
1,0,9,387.2759461186751,330.02799850105976
1,1,0,88.49519223243632,288.7980363481815
1,1,1,19.152207375300375,215.47426087110378
1,1,2,395.58959283404056,539.449734068135
1,1,3,287.18944264028414,71.11512909911464
1,1,4,51.28935291888619,519.7039314128739
1,1,5,527.0464869220139,525.2916788636389
1,1,6,441.25150336612336,0.0
1,1,7,477.1954176353791,0.0
1,1,8,289.3840364296645,57.790688343327034
1,1,9,387.2759461186751,330.02799850105976
1,2,0,88.49519223243632,288.7980363481815
1,2,1,19.152207375300375,215.47426087110378
1,2,2,395.58959283404056,539.449734068135
1,2,3,287.18944264028414,71.11512909911464
1,2,4,51.28935291888619,519.7039314128739
1,2,5,527.0464869220139,525.2916788636389
1,2,6,441.25150336612336,0.0
1,2,7,477.1954176353791,0.0
1,2,8,289.3840364296645,57.790688343327034
1,2,9,387.2759461186751,330.02799850105976
2,0,0,88.49519223243632,288.7980363481815
2,0,1,0.0,231.0320099992506
2,0,2,395.58959283404056,539.449734068135
2,0,3,287.18944264028414,71.11512909911464
2,0,4,51.28935291888619,519.7039314128739
2,0,5,564.3263528835023,351.551320159308
2,0,6,441.25150336612336,0.0
2,0,7,462.425178524043,0.0
2,0,8,289.3840364296645,57.790688343327034
2,0,9,387.2759461186751,330.02799850105976
2,1,0,88.49519223243632,288.7980363481815
2,1,1,0.0,231.0320099992506
2,1,2,395.58959283404056,539.449734068135
2,1,3,287.18944264028414,71.11512909911464
2,1,4,51.28935291888619,519.7039314128739
