Iteration,Id,X,Y
50,30,,
0,3,142.77877625513483,326.53753517757116
0,26,448.37475973397017,121.65157940754581
0,24,427.40579269615114,503.87984178712395
0,11,271.4277321058912,335.8634316482976
0,16,216.9136649484451,288.2883993607764
0,19,406.2754960801622,470.9468136522664
0,6,476.00405025699774,493.1724253918361
0,27,389.09833198732986,420.8217245812048
0,25,226.17738143423162,556.0731046357924
0,5,373.74101693382113,445.0721935564376
0,10,342.8415568139481,257.3334328050688
0,0,506.65311091502883,454.7726417641815
0,2,573.6205631335496,568.6964922356096
0,23,554.919150975567,569.1634667959063
0,1,80.61854646744074,508.4602421623396
0,8,136.0235156286293,577.3770215006297
0,29,328.87143228701945,207.49909400283292
0,9,277.8044146890129,223.9871588370252
0,17,313.19034582749595,484.0144662712074
0,20,543.3838057047124,411.7524942160215
0,12,284.74240721312884,394.48350159435324
0,18,108.7589179999328,396.8583290971466
0,22,574.9256278903637,84.22115404583688
0,13,155.40509502928415,411.1547957787222
0,15,579.1452849312737,6.9928162752846745
0,21,98.96968789991878,413.8601545305404
0,14,64.0971226209934,421.5513143921132
0,7,194.29965889989742,90.50950435470115
0,4,141.6288538424607,61.89962053842948
0,28,67.77430210569781,78.5113001420595
1,19,429.0582651315341,300.54753338002695
1,0,301.80295034076414,319.14301490292087
1,3,142.77877625513483,326.53753517757116
1,26,448.37475973397017,121.65157940754581
1,24,427.40579269615114,503.87984178712395
1,12,421.7080284629824,412.9224509030648
1,11,271.4277321058912,335.8634316482976
1,16,216.9136649484451,288.2883993607764
1,13,392.6177525608756,556.2431071849171
1,6,476.00405025699774,493.1724253918361
1,7,329.70611035406506,343.72464137908725
1,15,387.70829930548285,524.2809708885361
1,27,389.09833198732986,420.8217245812048
1,25,226.17738143423162,556.0731046357924
1,4,369.53999392509326,266.40780677226127
1,28,336.98498466800675,522.478001201159
1,1,335.19434897013673,355.9419575091769
1,5,373.74101693382113,445.0721935564376
1,10,342.8415568139481,257.3334328050688
1,18,912.6675431161352,517.2992363936107
1,2,573.6205631335496,568.6964922356096
1,23,554.919150975567,569.1634667959063
1,17,520.3234397729941,601.7557744258345
1,29,337.5816900738679,207.56984696892212
1,8,136.0235156286293,577.3770215006297
1,14,319.94317560723624,380.5915042979749
1,9,277.8044146890129,223.9871588370252
1,21,21.91732313850796,222.07121065072482
1,20,543.3838057047124,411.7524942160215
1,22,574.9256278903637,84.22115404583688
2,19,429.0582651315341,300.54753338002695
2,4,456.095711940659,536.3157841726534
2,26,473.7547867569876,336.52167394822203
2,29,372.0065349512605,325.1712353797803
2,0,301.80295034076414,319.14301490292087
2,17,304.1129343631413,325.3440593681459
2,7,327.08052485917966,325.9478777341764
2,3,142.77877625513483,326.53753517757116
2,16,428.77192826286404,456.8553522716243
2,24,427.40579269615114,503.87984178712395
2,9,453.80997178991214,481.1565146427448
2,12,421.7080284629824,412.9224509030648
2,11,271.4277321058912,335.8634316482976
2,13,392.6177525608756,556.2431071849171
2,6,406.7630249685224,427.1628597298292
2,15,387.70829930548285,524.2809708885361
2,27,389.09833198732986,420.8217245812048
2,25,226.17738143423162,556.0731046357924
2,28,336.98498466800675,522.478001201159
2,1,335.19434897013673,355.9419575091769
2,10,350.33373909044593,261.6906173763189
2,5,373.74101693382113,445.0721935564376
2,22,338.32064747016966,518.3794575755564
2,20,261.49820610436404,258.63444746157177
2,18,912.6675431161352,517.2992363936107
2,2,573.6205631335496,568.6964922356096
2,23,554.919150975567,569.1634667959063
2,21,184.83283233590663,365.4422104254628
2,8,136.0235156286293,577.3770215006297
2,14,319.94317560723624,380.5915042979749
3,19,429.0582651315341,300.54753338002695
3,4,456.095711940659,536.3157841726534
3,26,473.7547867569876,336.52167394822203
3,29,372.0065349512605,325.1712353797803
3,0,301.80295034076414,319.14301490292087
3,17,304.1129343631413,325.3440593681459
3,7,327.08052485917966,325.9478777341764
3,3,142.77877625513483,326.53753517757116
3,13,449.85209263936906,363.3393431488469
3,16,428.77192826286404,456.8553522716243
3,24,427.40579269615114,503.87984178712395
3,9,453.80997178991214,481.1565146427448
3,12,421.7080284629824,412.9224509030648
3,18,414.0837650869062,362.4232859370773
3,11,271.4277321058912,335.8634316482976
3,22,387.96103864584154,281.3231510219295
3,1,471.83025359837006,252.4841547319823
3,6,406.7630249685224,427.1628597298292
3,15,387.70829930548285,524.2809708885361
3,5,640.6573668492324,552.3461972278159
3,27,389.09833198732986,420.8217245812048
3,25,226.17738143423162,556.0731046357924
3,2,575.0268925006704,560.0570966271458
3,28,336.98498466800675,522.478001201159
3,10,350.33373909044593,261.6906173763189
3,20,261.49820610436404,258.63444746157177
3,23,554.919150975567,569.1634667959063
3,21,184.83283233590663,365.4422104254628
3,8,136.0235156286293,577.3770215006297
3,14,319.94317560723624,380.5915042979749
4,19,429.0582651315341,300.54753338002695
4,11,392.1024189380935,325.4049719808049
4,4,456.095711940659,536.3157841726534
4,26,473.7547867569876,336.52167394822203
4,21,241.03226124810072,316.79770032241896
4,29,372.0065349512605,325.1712353797803
4,0,301.80295034076414,319.14301490292087
4,22,424.1289903835235,274.6595034547315
4,17,304.1129343631413,325.3440593681459
