Iteration,Best,Average
0,-122.6293258324056,-8.49110690599009
1,-109.48672905774477,-6.815799427046481
2,-170.68483617003952,-2.4525321306823424
3,-120.36347962489651,10.703279357167458
4,-179.9469468284979,-8.866437302119719
5,-124.23862554568504,2.3307111209221483
6,-183.8844540393217,8.106273708311035
7,-122.86878605516634,14.186368220263406
8,-76.20263137615117,30.5056740737278
9,-125.55214071878792,1.448118952975391
10,-140.39142388297432,-6.548608812805168
11,-140.67902415217384,-2.9501550707489512
12,-152.94178392237575,3.8563327744012272
13,-122.38417512451518,-7.687386149922498
14,-134.52985822823388,-15.179239111596393
15,-100.06816477142554,25.666163432924296
16,-123.54677638620707,-0.08489411153488907
17,-81.42919453553611,32.90334278292111
18,-122.55381381568083,-1.0530264502654598
19,-122.09030374486588,-8.601394110917564
20,-141.96484715092456,-2.991570465905622
21,-201.2353814908468,-7.580991904413443
22,-134.67900002069044,1.4270707866042434
23,-156.50855205689126,-16.630030054836723
24,-120.94394244550813,-0.9244670837002467
25,-146.8311001093917,-22.58236821780256
26,-112.49761284434302,9.186807100736049
27,-222.10833883563575,-13.420859576568322
28,-120.29107232519591,-4.833488337144678
29,-208.31813751509793,-3.9822720190760634
30,-136.7671178394242,-8.115439360408377
31,-125.07557776207193,1.9750192240174504
32,-160.50334512228497,8.26868036262208
33,-129.04864251613265,-2.4597115241249505
34,-127.58871865819863,1.2465306116128743
35,-179.83477747902674,-11.6720415012612
36,-169.06199127615102,-14.594737643740238
37,-136.96820041339427,-2.700481080974875
38,-116.94942998630083,-2.304380098135914
39,-121.29310673867244,1.8104236641183424
40,-123.99379526123704,-12.402021369319042
41,-93.6632362524372,7.62138369937253
42,-180.27690491814928,-15.839006082383584
43,-121.33809831083897,4.139097722023023
44,-155.3544904324806,-3.359848919077929
45,-160.91234281432463,-5.2803473729026305
46,-105.06900615683952,10.679655208656365
47,-141.19327749051678,-6.26439677893097
48,-114.56269078405755,-2.530306232171106
49,-166.42747680485883,8.256668539213754
